Instancia,F(S),Tiempo,SOTA_FS,SOTA_Tiempo,Dev,isBest?
AUpdata_corrSergio_100_2475_10_100_1,23845.79258146,0.4622273,23748.870334715004,73.051138124,0.0040811308234446,0
AUpdata_corrSergio_100_2475_10_100_2,24500.55321986,0.4508388,24500.553219859994,14.756551993,2.969711560751853e-16,1
AUpdata_corrSergio_100_2475_10_100_3,28076.309429,0.4047647,28076.309428999997,5.964953152,1.295746799019834e-16,1
AUpdata_corrSergio_100_2475_2_100_1,48203.25973393,0.1460392,48203.25973392999,5.707317094,1.5094326927981434e-16,1
AUpdata_corrSergio_100_2475_2_100_2,46625.356857105,0.1384723,46625.35685710501,5.671399887,-3.121030316821984e-16,1
AUpdata_corrSergio_100_2475_2_100_3,55140.785456655,0.1472626,55140.785456655,37.470247434,0.0,1
AUpdata_corrSergio_100_2475_3_100_1,43409.921649165,0.1787783,43409.92164916502,49.89393514,-5.028314268558495e-16,1
AUpdata_corrSergio_100_2475_3_100_2,41767.76998289,0.2124784,41767.76998288999,21.273789365,1.7420028929396983e-16,1
AUpdata_corrSergio_100_2475_3_100_3,49860.32175114,0.1837501,49860.321751139985,55.536551455,2.9185361660916565e-16,1
AUpdata_corrSergio_100_2475_4_100_1,39155.102936385,0.210653,39155.102936384996,43.429240247,1.8582399402715452e-16,1
AUpdata_corrSergio_100_2475_4_100_2,37564.201390975,0.24297,37564.201390974995,14.214285604,1.9369392519366896e-16,1
AUpdata_corrSergio_100_2475_4_100_3,45445.43807418,0.2124214,45445.43807417998,65.959690679,3.202062923150604e-16,1
AUpdata_corrSergio_100_2475_5_100_1,35438.029295465,0.2751418,35438.029295465,77.646158915,0.0,1
AUpdata_corrSergio_100_2475_5_100_2,33963.35363704,0.2572752,33963.35363704,5.230910709,0.0,1
AUpdata_corrSergio_100_2475_5_100_3,41638.662915225,0.26594,41504.26083157001,48.583745948,0.0032382719499670634,0
AUpdata_corrSergio_100_4950_10_100_1,11547.309502555,0.4378615,11530.970545020004,48.301321443,0.0014169629062188622,0
AUpdata_corrSergio_100_4950_10_100_2,10845.594196845,0.7868719,10845.594196845004,65.408404284,-3.3543379376576757e-16,1
AUpdata_corrSergio_100_4950_10_100_3,12035.36583344,0.5188575,12035.365833439999,39.512263192,1.511370263870031e-16,1
AUpdata_corrSergio_100_4950_2_100_1,26889.078833975,0.1486351,26889.078833975003,58.542468091,-1.352957767558418e-16,1
AUpdata_corrSergio_100_4950_2_100_2,23867.49279961,0.1541114,23867.49279961,27.100482083,0.0,1
AUpdata_corrSergio_100_4950_2_100_3,24113.139363825,0.1441658,24113.139363825012,36.987084066,-4.5261366662394995e-16,1
AUpdata_corrSergio_100_4950_3_100_1,23171.537935175,0.1870424,23171.537935175,88.342079494,0.0,1
AUpdata_corrSergio_100_4950_3_100_2,20590.039066825,0.1899863,20590.03906682502,26.471818528,-8.834317398050204e-16,1
AUpdata_corrSergio_100_4950_3_100_3,21194.95385061,0.179671,21194.95385061,37.96385265,0.0,1
AUpdata_corrSergio_100_4950_4_100_1,19990.31170014,0.2195415,19990.311700140002,77.165996837,-1.8198709763321172e-16,1
AUpdata_corrSergio_100_4950_4_100_2,18566.27217269,0.2492531,18566.27217269001,38.414932056,-3.9189114252488283e-16,1
AUpdata_corrSergio_100_4950_4_100_3,18990.04108049,0.2350751,18990.041080490006,45.632397403,-3.831459649478379e-16,1
AUpdata_corrSergio_100_4950_5_100_1,18071.064618215,0.267699,18071.06461821503,95.260600866,-1.6105210772915954e-15,1
AUpdata_corrSergio_100_4950_5_100_2,16965.061179845,0.2518106,16965.061179845008,133.531196194,-4.288789493330845e-16,1
AUpdata_corrSergio_100_4950_5_100_3,17353.374518655,0.265256,17353.374518655008,59.044848922,-4.192820022619645e-16,1
AUpdata_corrSergio_100_7425_10_100_1,8390.13480972,0.6745034,8390.134809720003,104.473008936,-2.168009745729652e-16,1
AUpdata_corrSergio_100_7425_10_100_2,10481.92965105,0.8672068,10481.929651050003,57.757759243,-1.7353573856161527e-16,1
AUpdata_corrSergio_100_7425_10_100_3,8810.39723026,0.4878864,8810.39723026,80.798606506,0.0,1
AUpdata_corrSergio_100_7425_2_100_1,16552.58793632,0.1495249,16552.587936320004,50.925477087,-2.197830829286332e-16,1
AUpdata_corrSergio_100_7425_2_100_2,20852.032806715,0.1432188,20852.032806715004,71.72043802,-1.7446638612232428e-16,1
AUpdata_corrSergio_100_7425_2_100_3,17290.996638155,0.1473413,17290.996638155004,43.448619235,-2.1039728843992737e-16,1
AUpdata_corrSergio_100_7425_3_100_1,14282.731499995,0.1849419,14282.731499995012,68.236341102,-8.914909465899742e-16,1
AUpdata_corrSergio_100_7425_3_100_2,18616.720105585,0.2140506,18616.72010558501,68.766261489,-5.862437829744758e-16,1
AUpdata_corrSergio_100_7425_3_100_3,14893.329828755,0.1888057,14893.329828754997,67.918076791,2.442690015544918e-16,1
AUpdata_corrSergio_100_7425_4_100_1,13062.084048285,0.2543743,13062.084048285044,205.562758757,-3.3421730807827897e-15,1
AUpdata_corrSergio_100_7425_4_100_2,16550.86834381,0.2114589,16550.86834381,57.199851749,0.0,1
AUpdata_corrSergio_100_7425_4_100_3,13309.209942295,0.2729278,13309.209942295005,30.56438621,-4.100144361909873e-16,1
AUpdata_corrSergio_100_7425_5_100_1,11831.381562595,0.2898337,11831.381562595261,105.47602543,-2.2138959235217747e-14,1
AUpdata_corrSergio_100_7425_5_100_2,15172.827987135,0.2682058,15172.827987134999,115.715415293,1.198846652112693e-16,1
AUpdata_corrSergio_100_7425_5_100_3,12330.267613615,0.3108612,12330.267613615002,64.631059899,-1.4752229720767293e-16,1
AUpdata_randomSergio_100_2475_10_100_1,218654.590884825,0.5594282,218654.59088482498,310.887200397,1.3310413624959731e-16,1
AUpdata_randomSergio_100_2475_10_100_2,222490.04781266,0.5059286,222490.04781266,273.587993302,0.0,1
AUpdata_randomSergio_100_2475_10_100_3,249307.17027844,0.6273768,249307.17027844,399.659224326,0.0,1
AUpdata_randomSergio_100_2475_2_100_1,453715.92083764,0.1558162,453715.92083763995,710.758383844,1.282909817358971e-16,1
AUpdata_randomSergio_100_2475_2_100_2,435740.29963847,0.1433017,435740.29963846994,382.755544644,1.3358337744239358e-16,1
AUpdata_randomSergio_100_2475_2_100_3,485158.81898228,0.1432706,485158.8189822801,755.580331537,-2.399530159446339e-16,1
AUpdata_randomSergio_100_2475_3_100_1,404200.70175016,0.2003842,404200.7017501601,654.780015594,-1.4400682794817626e-16,1
AUpdata_randomSergio_100_2475_3_100_2,381424.055850215,0.1872689,381424.05585021485,430.979079771,4.578184832919312e-16,1
AUpdata_randomSergio_100_2475_3_100_3,427225.92068118,0.1759205,427225.92068118,397.730055265,0.0,1
AUpdata_randomSergio_100_2475_4_100_1,358884.63918469,0.2416844,358884.63918469014,518.806766493,-3.2438089880749913e-16,1
AUpdata_randomSergio_100_2475_4_100_2,347049.20886679,0.2435432,347049.20886679,396.324566137,0.0,1
AUpdata_randomSergio_100_2475_4_100_3,367590.534935455,0.2392373,367590.5349354549,443.515888903,3.1669836615182744e-16,1
AUpdata_randomSergio_100_2475_5_100_1,331146.637214575,0.3002655,324775.8925547401,434.266126749,0.01961581757106919,0
AUpdata_randomSergio_100_2475_5_100_2,315786.95243141,0.2506565,315786.95243140997,345.147995298,1.8432573120990588e-16,1
AUpdata_randomSergio_100_2475_5_100_3,331973.463243065,0.2635676,331973.463243065,358.951000018,0.0,1
AUpdata_randomSergio_100_4950_10_100_1,277051.812554535,0.9701902,274671.87589595496,505.343182167,0.008664653601017182,0
AUpdata_randomSergio_100_4950_10_100_2,242630.96228158,0.4375514,240144.42194690008,477.516297352,0.010354353911371421,0
AUpdata_randomSergio_100_4950_10_100_3,238795.97187452,0.5577736,238795.9718745201,330.55178079,-3.6563217831865523e-16,1
AUpdata_randomSergio_100_4950_2_100_1,537741.783383315,0.1534635,537741.783383315,579.426162704,0.0,1
AUpdata_randomSergio_100_4950_2_100_2,491548.40904321,0.1560813,454742.9879746299,418.81039731,0.08093675337910529,0
AUpdata_randomSergio_100_4950_2_100_3,503515.17236599,0.1520444,503515.17236599,578.878347734,0.0,1
AUpdata_randomSergio_100_4950_3_100_1,473559.262507245,0.1969064,473559.2625072448,636.314345514,3.6874578656928016e-16,1
AUpdata_randomSergio_100_4950_3_100_2,416864.06837498,0.1893854,416864.06837498,513.852531564,0.0,1
AUpdata_randomSergio_100_4950_3_100_3,426769.96353998,0.1928984,426769.96353998,351.214538003,0.0,1
AUpdata_randomSergio_100_4950_4_100_1,431868.07630232,0.2493088,431868.07630232,594.582592046,0.0,1
AUpdata_randomSergio_100_4950_4_100_2,373908.862124805,0.2424179,371372.47686342004,487.300277924,0.00682976100654264,0
AUpdata_randomSergio_100_4950_4_100_3,363878.322992955,0.2628042,363878.3229929551,345.709841593,-3.1992925786125677e-16,1
AUpdata_randomSergio_100_4950_5_100_1,406491.373774785,0.2884978,394386.9866030049,485.951681388,0.030691649529411433,0
AUpdata_randomSergio_100_4950_5_100_2,327356.30489548,0.3037045,327356.3048954801,406.772616376,-3.556226658414429e-16,1
AUpdata_randomSergio_100_4950_5_100_3,327509.604470285,0.2747025,327509.6044702849,385.823264956,3.554562072010845e-16,1
AUpdata_randomSergio_100_7425_10_100_1,248353.784775895,0.4654091,239142.0619938351,517.638320967,0.038519876868408846,0
AUpdata_randomSergio_100_7425_10_100_2,272371.6804616,0.7507437,263311.00595580996,419.529684154,0.03441054228971598,0
AUpdata_randomSergio_100_7425_10_100_3,266897.19993718,0.5175598,262771.57934984507,375.975381256,0.01570040640446203,0
AUpdata_randomSergio_100_7425_2_100_1,508916.181317525,0.1476318,498815.60988743993,634.544844476,0.020249108548075097,0
AUpdata_randomSergio_100_7425_2_100_2,566193.158519095,0.142765,542530.5452423901,586.667070474,0.04361526458594696,0
AUpdata_randomSergio_100_7425_2_100_3,524800.69507259,0.1527259,520016.2650307301,891.003775817,0.009200539220782223,0
AUpdata_randomSergio_100_7425_3_100_1,438641.24763295,0.231912,438641.24763294996,595.281273651,1.326999255714659e-16,1
AUpdata_randomSergio_100_7425_3_100_2,459740.26816621,0.2612836,459740.26816621004,595.853232329,-1.2660988158736526e-16,1
AUpdata_randomSergio_100_7425_3_100_3,458581.54738398,0.1965868,458581.54738397966,524.851694705,7.615787583977375e-16,1
