Instancia,F(S),Tiempo,SOTA_FS,SOTA_Tiempo,Dev,isBest?
AUpdata_ta_ca_80_300_2_100_1,133691.603203246,0.1932113,133691.6032032461,34.379676372,-8.707751200346753e-16,1
AUpdata_ta_ca_80_300_2_100_2,184243.613956164,0.2686337,184243.61395616372,173.610056406,1.4216746430783986e-15,1
AUpdata_ta_ca_80_300_2_100_3,152493.725054202,0.1820887,152493.72505420214,208.932798523,-9.54263214646671e-16,1
AUpdata_ta_ca_80_300_2_100_4,179597.009712763,0.2063452,179597.00971276258,103.009361133,2.430761277981249e-15,1
AUpdata_ta_ca_80_300_2_100_5,157110.629563997,0.1959508,157110.62956399727,58.190837114,-1.6671976608935122e-15,1
AUpdata_ta_ca_80_300_2_50_1,140312.415973044,0.1923131,140312.41597304348,46.175591894,3.733589394696555e-15,1
AUpdata_ta_ca_80_300_2_50_2,170050.104696613,0.1981603,170050.10469661292,155.161787661,5.134456784132765e-16,1
AUpdata_ta_ca_80_300_2_50_3,163603.609040143,0.2103224,163603.60904014332,29.305116394,-1.956815848393159e-15,1
AUpdata_ta_ca_80_300_2_50_4,155538.623286474,0.2449663,155538.623286474,81.949033782,0.0,1
AUpdata_ta_ca_80_300_2_50_5,143064.652177733,0.2492393,143064.6521777332,30.494014714,-1.4240192115662535e-15,1
AUpdata_ta_ca_80_300_3_100_1,113531.669896477,0.3071342,113531.66989647718,34.710322995,-1.5380993065602805e-15,1
AUpdata_ta_ca_80_300_3_100_2,113330.371778238,0.252583,113330.37177823848,19.471769203,-4.237286042578004e-15,1
AUpdata_ta_ca_80_300_3_100_3,111629.072654098,0.4165208,111629.07265409769,83.117330254,2.737550465393804e-15,1
AUpdata_ta_ca_80_300_3_100_4,122832.833504087,0.2751676,119614.77771650691,135.748775131,0.02690349678370881,0
AUpdata_ta_ca_80_300_3_100_5,119365.860788478,0.2937881,119365.86078847839,103.683194177,-3.1696650402244477e-15,1
AUpdata_ta_ca_80_300_3_50_1,154031.565722214,0.2976048,154031.56572221377,74.408074271,1.5115774650617071e-15,1
AUpdata_ta_ca_80_300_3_50_2,125555.733025098,0.4076082,125555.73302509794,97.272749328,4.636001838468977e-16,1
AUpdata_ta_ca_80_300_3_50_3,188209.476447667,0.3149415,188209.476447667,134.669605817,0.0,1
