Instancia,bvns_random,bvns_greedy,rvns_random,rvns_greedy,salazar,SOTA,melhor_config,Dev_melhor
AUpdata_ta_ca_80_500_5_50_1,124660.286056266,124660.286056266,168041.587980946,124660.286056266,124660.286056266,124660.28605626617,bvns_random,-1.2840582400058535e-15
AUpdata_ta_ca_80_500_5_50_2,109841.988154842,109841.988154842,138603.560869341,110777.548536131,109841.988154842,109841.98815484215,bvns_random,-1.4572848707580405e-15
AUpdata_ta_ca_80_500_5_50_3,128079.314301323,128079.314301323,150665.827543193,130168.225449911,128079.314301323,128079.31430132275,bvns_random,1.9314794136095842e-15
AUpdata_ta_ca_80_500_5_50_4,96181.5314072914,97264.509439645,118765.132672053,97264.509439645,96181.5314072914,96181.5314072914,bvns_random,0.0
AUpdata_ta_ca_80_500_5_50_5,106089.777364693,103739.456438622,132970.926125337,103739.456438622,103739.456438622,103739.45643862178,bvns_greedy,2.1041051873512467e-15
AUpdata_ta_cp_80_300_2_100_1,92898.6018265089,92898.6018265089,97097.9374429873,92898.6018265089,92898.6018265089,92898.60182650895,bvns_random,-6.265719802992518e-16
AUpdata_ta_cp_80_300_2_100_2,116905.877890886,116905.877890886,116905.877890886,116905.877890886,116905.877890886,116905.87789088616,bvns_random,-1.3692302765258506e-15
AUpdata_ta_cp_80_300_2_100_3,116604.012610051,116604.012610051,122454.207657148,116604.012610051,116604.012610051,116604.01261005117,bvns_random,-1.4975726720861566e-15
AUpdata_ta_cp_80_300_2_100_4,106703.401243677,106703.401243677,123149.191405122,106703.401243677,106703.401243677,106703.40124367688,bvns_random,1.091017910114027e-15
AUpdata_ta_cp_80_300_2_100_5,89076.1011132423,89076.1011132423,113743.060319237,89076.1011132423,89076.1011132423,89076.10111324236,bvns_random,-6.5345990884208175e-16
AUpdata_ta_cp_80_300_2_50_1,86766.4064679332,86766.4064679332,98212.1956109871,86766.4064679332,86766.4064679332,86766.40646793315,bvns_random,5.031411056678336e-16
AUpdata_ta_cp_80_300_2_50_2,100760.987899648,100760.987899648,104057.22115988,100760.987899648,100760.987899648,100760.98789964766,bvns_random,3.3216630486570285e-15
AUpdata_ta_cp_80_300_2_50_3,133138.963904884,133138.963904884,136838.399259209,133138.963904884,133138.963904884,133138.96390488456,bvns_random,-4.153350472766095e-15
AUpdata_ta_cp_80_300_2_50_4,104886.680260175,104886.680260175,126537.704744989,104886.680260175,104886.680260175,104886.68026017518,bvns_random,-1.8036122174857087e-15
AUpdata_ta_cp_80_300_2_50_5,97516.0359978008,97516.0359978008,105536.841800542,97516.0359978008,97516.0359978008,97516.03599780082,bvns_random,-1.4922586915545897e-16
AUpdata_ta_cp_80_300_3_100_1,94691.6505290933,94691.6505290933,110068.856443015,94691.6505290933,94691.6505290933,94691.65052909331,bvns_random,-1.5367685690404015e-16
AUpdata_ta_cp_80_300_3_100_2,90239.5649432133,90239.5649432133,101035.872012178,90239.5649432133,90239.5649432133,90239.56494321332,bvns_random,-1.6125870329188973e-16
AUpdata_ta_cp_80_300_3_100_3,89677.6327587314,89677.6327587314,93394.5393303795,92545.9670024596,89677.6327587314,89677.63275873144,bvns_random,-4.868075164578876e-16
AUpdata_ta_cp_80_300_3_100_4,105904.976202055,105904.976202055,116293.173299191,105904.976202055,105904.976202055,105904.97620205533,bvns_random,-3.1603241155909165e-15
