Instancia,F(S),Tiempo,SOTA_FS,SOTA_Tiempo,Dev,isBest?
AUpdata_corrSergio_100_2475_10_100_1,31072.85020745,0.0264403,23748.870334715004,73.051138124,0.3083927685616751,0
AUpdata_corrSergio_100_2475_10_100_2,30760.975621155,0.0276081,24500.553219859994,14.756551993,0.25552167516855695,0
AUpdata_corrSergio_100_2475_10_100_3,35124.996859755,0.0262147,28076.309428999997,5.964953152,0.25105462840762194,0
AUpdata_corrSergio_100_2475_2_100_1,51610.22676998,0.0075393,48203.25973392999,5.707317094,0.07067918341737925,0
AUpdata_corrSergio_100_2475_2_100_2,46625.356857105,0.0085589,46625.35685710501,5.671399887,-3.121030316821984e-16,1
AUpdata_corrSergio_100_2475_2_100_3,58060.00409521,0.0087071,55140.785456655,37.470247434,0.052941187079203596,0
AUpdata_corrSergio_100_2475_3_100_1,44167.103457575,0.0113999,43409.92164916502,49.89393514,0.017442597904908767,0
AUpdata_corrSergio_100_2475_3_100_2,42371.865400185,0.0117461,41767.76998288999,21.273789365,0.014463195366725903,0
AUpdata_corrSergio_100_2475_3_100_3,52412.62792207,0.0115563,49860.321751139985,55.536551455,0.05118912356139502,0
AUpdata_corrSergio_100_2475_4_100_1,41231.486335655,0.014056,39155.102936384996,43.429240247,0.05302970094711503,0
AUpdata_corrSergio_100_2475_4_100_2,41848.28552232,0.0135362,37564.201390974995,14.214285604,0.11404699082393595,0
AUpdata_corrSergio_100_2475_4_100_3,50456.154364755,0.0127096,45445.43807417998,65.959690679,0.11025784991655466,0
AUpdata_corrSergio_100_2475_5_100_1,42252.65434517,0.0149911,35438.029295465,77.646158915,0.19229695288324244,0
AUpdata_corrSergio_100_2475_5_100_2,38053.78024672,0.0172444,33963.35363704,5.230910709,0.1204364755434231,0
AUpdata_corrSergio_100_2475_5_100_3,49452.938629235,0.0146166,41504.26083157001,48.583745948,0.19151474182185332,0
AUpdata_corrSergio_100_4950_10_100_1,14607.455593265,0.0265185,11530.970545020004,48.301321443,0.266801917170248,0
AUpdata_corrSergio_100_4950_10_100_2,14556.303749195,0.0281544,10845.594196845004,65.408404284,0.3421398113373489,0
AUpdata_corrSergio_100_4950_10_100_3,15177.94685652,0.0289104,12035.365833439999,39.512263192,0.2611122143332286,0
AUpdata_corrSergio_100_4950_2_100_1,28158.48814588,0.0078341,26889.078833975003,58.542468091,0.04720910373103106,0
AUpdata_corrSergio_100_4950_2_100_2,25588.32399829,0.0088134,23867.49279961,27.100482083,0.07209937018219688,0
AUpdata_corrSergio_100_4950_2_100_3,26718.09938725,0.0082005,24113.139363825012,36.987084066,0.10803072897811881,0
AUpdata_corrSergio_100_4950_3_100_1,24873.06164737,0.011554,23171.537935175,88.342079494,0.07343162620259401,0
AUpdata_corrSergio_100_4950_3_100_2,23733.40391884,0.0119547,20590.03906682502,26.471818528,0.1526643461827917,0
AUpdata_corrSergio_100_4950_3_100_3,21194.95385061,0.0127799,21194.95385061,37.96385265,0.0,1
AUpdata_corrSergio_100_4950_4_100_1,23867.377842825,0.0133103,19990.311700140002,77.165996837,0.19394725809392183,0
AUpdata_corrSergio_100_4950_4_100_2,20664.983358615,0.0143851,18566.27217269001,38.414932056,0.11303891090275431,0
AUpdata_corrSergio_100_4950_4_100_3,23473.064982765,0.0136236,18990.041080490006,45.632397403,0.23607236462909847,0
AUpdata_corrSergio_100_4950_5_100_1,21824.44429124,0.0158326,18071.06461821503,95.260600866,0.2077010819407778,0
AUpdata_corrSergio_100_4950_5_100_2,19304.632089365,0.017337,16965.061179845008,133.531196194,0.13790524447382907,0
AUpdata_corrSergio_100_4950_5_100_3,18619.512023825,0.0185752,17353.374518655008,59.044848922,0.07296203420313918,0
AUpdata_corrSergio_100_7425_10_100_1,10303.17971636,0.0282046,8390.134809720003,104.473008936,0.2280112238987779,0
AUpdata_corrSergio_100_7425_10_100_2,14226.42304663,0.0264398,10481.929651050003,57.757759243,0.35723321184519696,0
AUpdata_corrSergio_100_7425_10_100_3,10753.38207936,0.0271869,8810.39723026,80.798606506,0.22053317215104304,0
AUpdata_corrSergio_100_7425_2_100_1,18668.86002645,0.0076241,16552.587936320004,50.925477087,0.12785143315785866,0
AUpdata_corrSergio_100_7425_2_100_2,21650.69333476,0.0091958,20852.032806715004,71.72043802,0.03830132704317448,0
AUpdata_corrSergio_100_7425_2_100_3,17579.289473365,0.0089108,17290.996638155004,43.448619235,0.01667300279116571,0
AUpdata_corrSergio_100_7425_3_100_1,15992.516975485,0.0117757,14282.731499995012,68.236341102,0.11970997812922439,0
AUpdata_corrSergio_100_7425_3_100_2,20474.558029085,0.0110085,18616.72010558501,68.766261489,0.0997940514206174,0
AUpdata_corrSergio_100_7425_3_100_3,15827.3358254,0.0128368,14893.329828754997,67.918076791,0.06271304049425463,0
AUpdata_corrSergio_100_7425_4_100_1,15834.381533775,0.0139569,13062.084048285044,205.562758757,0.21224005872584623,0
AUpdata_corrSergio_100_7425_4_100_2,17922.67712981,0.0140471,16550.86834381,57.199851749,0.08288439962807463,0
AUpdata_corrSergio_100_7425_4_100_3,14358.99260354,0.0132841,13309.209942295005,30.56438621,0.07887640707424091,0
AUpdata_corrSergio_100_7425_5_100_1,14748.66168833,0.0156788,11831.381562595261,105.47602543,0.24657138393352782,0
AUpdata_corrSergio_100_7425_5_100_2,16527.77900825,0.0175696,15172.827987134999,115.715415293,0.08930115218229985,0
AUpdata_corrSergio_100_7425_5_100_3,13879.795687165,0.0159399,12330.267613615002,64.631059899,0.12566864905989708,0
AUpdata_randomSergio_100_2475_10_100_1,340147.112738515,0.0269813,218654.59088482498,310.887200397,0.5556367298854726,0
AUpdata_randomSergio_100_2475_10_100_2,374467.477126985,0.0269792,222490.04781266,273.587993302,0.6830751793549539,0
AUpdata_randomSergio_100_2475_10_100_3,371921.50478873,0.0279516,249307.17027844,399.659224326,0.4918203290075755,0
AUpdata_randomSergio_100_2475_2_100_1,477708.636155965,0.0091693,453715.92083763995,710.758383844,0.052880479208290136,0
AUpdata_randomSergio_100_2475_2_100_2,435740.29963847,0.0090801,435740.29963846994,382.755544644,1.3358337744239358e-16,1
AUpdata_randomSergio_100_2475_2_100_3,618809.387958865,0.0077523,485158.8189822801,755.580331537,0.2754779749380715,0
AUpdata_randomSergio_100_2475_3_100_1,425045.107805375,0.0114643,404200.7017501601,654.780015594,0.0515694454882442,0
AUpdata_randomSergio_100_2475_3_100_2,470647.979436265,0.0119856,381424.05585021485,430.979079771,0.23392316823637463,0
AUpdata_randomSergio_100_2475_3_100_3,434434.628938135,0.012016,427225.92068118,397.730055265,0.016873293281131484,0
AUpdata_randomSergio_100_2475_4_100_1,399675.551455805,0.0140434,358884.63918469014,518.806766493,0.11366023456390664,0
AUpdata_randomSergio_100_2475_4_100_2,410662.20951449,0.0143656,347049.20886679,396.324566137,0.18329677470066486,0
AUpdata_randomSergio_100_2475_4_100_3,521735.91347735,0.0137118,367590.5349354549,443.515888903,0.41933990103679214,0
AUpdata_randomSergio_100_2475_5_100_1,386188.165868045,0.0170601,324775.8925547401,434.266126749,0.1890912309723052,0
AUpdata_randomSergio_100_2475_5_100_2,429844.036076705,0.0158318,315786.95243140997,345.147995298,0.3611836485551714,0
AUpdata_randomSergio_100_2475_5_100_3,457532.37674669,0.0168646,331973.463243065,358.951000018,0.3782197296043902,0
AUpdata_randomSergio_100_4950_10_100_1,408536.596427215,0.0277387,274671.87589595496,505.343182167,0.48736231219379605,0
AUpdata_randomSergio_100_4950_10_100_2,344085.15170093,0.0301386,240144.42194690008,477.516297352,0.432825917468168,0
AUpdata_randomSergio_100_4950_10_100_3,360172.44309461,0.0294535,238795.9718745201,330.55178079,0.5082852540070043,0
AUpdata_randomSergio_100_4950_2_100_1,638150.754904314,0.0076705,537741.783383315,579.426162704,0.18672339517538497,0
AUpdata_randomSergio_100_4950_2_100_2,509536.96374801,0.0081746,454742.9879746299,418.81039731,0.12049438303034819,0
AUpdata_randomSergio_100_4950_2_100_3,549231.93540995,0.0089835,503515.17236599,578.878347734,0.09079520450027241,0
AUpdata_randomSergio_100_4950_3_100_1,520258.567088075,0.0122622,473559.2625072448,636.314345514,0.09861343294940983,0
AUpdata_randomSergio_100_4950_3_100_2,492995.93163789,0.0103212,416864.06837498,513.852531564,0.18262994831789486,0
AUpdata_randomSergio_100_4950_3_100_3,604296.419173335,0.0111451,426769.96353998,351.214538003,0.4159769215265408,0
AUpdata_randomSergio_100_4950_4_100_1,612300.83932085,0.0127977,431868.07630232,594.582592046,0.41779601901443136,0
AUpdata_randomSergio_100_4950_4_100_2,435438.588501735,0.0150772,371372.47686342004,487.300277924,0.1725117385634278,0
AUpdata_randomSergio_100_4950_4_100_3,432897.54175495,0.0154963,363878.3229929551,345.709841593,0.18967664298961595,0
AUpdata_randomSergio_100_4950_5_100_1,497304.338743675,0.0165158,394386.9866030049,485.951681388,0.26095524354678573,0
AUpdata_randomSergio_100_4950_5_100_2,435856.57343579,0.0173268,327356.3048954801,406.772616376,0.3314439554630005,0
AUpdata_randomSergio_100_4950_5_100_3,498220.795395105,0.0178465,327509.6044702849,385.823264956,0.5212402585900616,0
AUpdata_randomSergio_100_7425_10_100_1,289760.75443168,0.030956,239142.0619938351,517.638320967,0.2116678764739841,0
AUpdata_randomSergio_100_7425_10_100_2,367023.60204856,0.026791,263311.00595580996,419.529684154,0.39387869761188615,0
