Instancia,F(S),Tiempo,SOTA_FS,SOTA_Tiempo,Dev,isBest?
AUpdata_ta_ca_20_100_2_100_1,14052.9505437049,0.0048283,14052.950543704901,0.245348012,-1.294382555384914e-16,1
AUpdata_ta_ca_20_100_2_100_2,17456.764758183,0.0044057,17456.764758183,0.317111354,0.0,1
AUpdata_ta_ca_20_100_2_100_3,20291.121085581,0.0048158,20291.121085581002,0.305671698,-1.7928919707038186e-16,1
AUpdata_ta_ca_20_100_2_100_4,12466.4316395655,0.0049181,12466.431639565502,0.332727953,-1.4591099170453996e-16,1
AUpdata_ta_ca_20_100_2_100_5,19299.8541684535,0.0057098,19299.8541684535,0.445409089,0.0,1
AUpdata_ta_ca_20_100_2_50_1,20822.8205543586,0.0046418,20822.820554358554,0.219656304,2.271244876203523e-15,1
AUpdata_ta_ca_20_100_2_50_2,14314.8025939052,0.0050483,14314.8025939052,0.395180903,0.0,1
AUpdata_ta_ca_20_100_2_50_3,21521.464510571,0.0047507,21521.464510570997,0.402946762,1.6903955608154808e-16,1
AUpdata_ta_ca_20_100_2_50_4,14026.9525252069,0.0053861,12973.4443787167,0.387551861,0.08120496883761334,0
AUpdata_ta_ca_20_100_2_50_5,16318.2103438734,0.0049434,14563.280025433398,0.116851956,0.1205037817974509,0
AUpdata_ta_ca_20_100_3_100_1,9622.9905488547,0.0054945,9622.9905488547,0.251052228,0.0,1
AUpdata_ta_ca_20_100_3_100_2,8657.1922720003,0.0059261,8657.192272000299,0.250291538,2.1011308821555925e-16,1
AUpdata_ta_ca_20_100_3_100_3,11731.4309044646,0.0072357,11731.430904464549,0.303383589,4.341474089056029e-15,1
AUpdata_ta_ca_20_100_3_100_4,12682.2817698933,0.005826,12682.281769893301,0.217119987,-1.4342761314955076e-16,1
AUpdata_ta_ca_20_100_3_100_5,15324.5045145922,0.0062905,15324.504514592203,0.366136671,-2.3739617836436926e-16,1
AUpdata_ta_ca_20_100_3_50_1,17170.4844597015,0.0055921,17170.484459701507,0.485287621,-4.237479513906454e-16,1
AUpdata_ta_ca_20_100_3_50_2,11861.6471678267,0.0058485,11861.64716782675,0.290535074,-4.140463225794667e-15,1
AUpdata_ta_ca_20_100_3_50_3,12080.470170712,0.0066558,12080.470170711998,0.389332451,1.5057273250471914e-16,1
AUpdata_ta_ca_20_100_3_50_4,17590.300446208,0.0054624,16176.135397965802,0.306517021,0.08742292355070377,0
AUpdata_ta_ca_20_100_3_50_5,10829.8085874375,0.0057508,10829.808587437481,0.202816477,1.6796136227706501e-15,1
AUpdata_ta_ca_20_100_4_100_1,12000.507592334,0.0108355,10511.001449921652,0.212314904,0.14170925096993964,0
AUpdata_ta_ca_20_100_4_100_2,8885.9124865445,0.0060595,8885.9124865445,0.300525176,0.0,1
AUpdata_ta_ca_20_100_4_100_3,9300.020425396,0.0066972,9300.020425396,0.286272162,0.0,1
AUpdata_ta_ca_20_100_4_100_4,9635.01498378335,0.0063023,9635.014983783347,0.37247534,3.775789465003199e-16,1
AUpdata_ta_ca_20_100_4_100_5,16665.2795047809,0.0073675,16665.27950478088,0.305956067,1.3097813832818328e-15,1
AUpdata_ta_ca_20_100_4_50_1,9713.32227524799,0.0070594,9713.322275247989,0.239151246,1.8726748191822104e-16,1
AUpdata_ta_ca_20_100_4_50_2,8988.9515288864,0.0064373,8988.951528886397,0.276284775,4.0471670087450196e-16,1
AUpdata_ta_ca_20_100_4_50_3,7868.0360658855,0.0064642,7868.036065885498,0.28223346,2.3118722236578116e-16,1
AUpdata_ta_ca_20_100_4_50_4,13559.1354094651,0.0071881,13559.135409465101,0.190294647,-1.3415231492386242e-16,1
AUpdata_ta_ca_20_100_4_50_5,8704.7525999144,0.0065893,8704.7525999144,0.231386389,0.0,1
AUpdata_ta_ca_20_100_5_100_1,5184.2604748206,0.0072428,5184.260474820599,0.105330317,3.508676719428922e-16,1
AUpdata_ta_ca_20_100_5_100_2,9668.8610256196,0.0083369,9062.19996125714,0.230363005,0.06694412691797441,0
AUpdata_ta_ca_20_100_5_100_3,7553.0010172835,0.0069819,7553.0010172835,0.219155145,0.0,1
AUpdata_ta_ca_20_100_5_100_4,10546.749229802,0.0074771,10005.753376217,0.227617423,0.0540684777291144,0
AUpdata_ta_ca_20_100_5_100_5,6868.330009505,0.007339,6868.330009505,0.154596287,0.0,1
AUpdata_ta_ca_20_100_5_50_1,8719.82636411104,0.0074911,8719.82636411104,0.106002772,0.0,1
AUpdata_ta_ca_20_100_5_50_2,9961.1117292506,0.0077897,9961.111729250602,0.271337547,-1.8260907547140858e-16,1
AUpdata_ta_ca_20_100_5_50_3,12279.6047187544,0.0075898,12269.16777212985,0.242580212,0.0008506645942408407,0
AUpdata_ta_ca_20_100_5_50_4,9326.7551678595,0.0088248,9326.755167859501,0.283196662,-1.9502917904548322e-16,1
AUpdata_ta_ca_20_100_5_50_5,7313.7759572643,0.0088447,7313.7759572643,0.201211232,0.0,1
AUpdata_ta_ca_20_150_2_100_1,11117.5427568929,0.005407,11117.542756892923,0.331078718,-1.9633720616020935e-15,1
AUpdata_ta_ca_20_150_2_100_2,20708.6139040048,0.0049259,20708.613904004796,0.432599384,1.756746648498851e-16,1
AUpdata_ta_ca_20_150_2_100_3,15918.9364053691,0.0048704,15918.936405369108,0.236649044,-4.57063049245514e-16,1
AUpdata_ta_ca_20_150_2_100_4,13192.3173837703,0.0047996,13192.317383770305,0.114664777,-4.13647432205576e-16,1
AUpdata_ta_ca_20_150_2_100_5,18843.1462433293,0.0050419,18843.1462433293,0.438854073,0.0,1
AUpdata_ta_ca_20_150_2_50_1,20801.9811064093,0.0047663,20801.981106409297,0.487766628,1.7488617014322812e-16,1
AUpdata_ta_ca_20_150_2_50_2,15899.0935872628,0.004945,15899.093587262796,0.116977074,2.2881674273596317e-16,1
AUpdata_ta_ca_20_150_2_50_3,16512.4143775322,0.0042538,16194.081029725246,0.431816935,0.019657388846124314,0
AUpdata_ta_ca_20_150_2_50_4,13533.3871174819,0.0053198,12059.64322093439,0.298031822,0.12220460170738978,0
AUpdata_ta_ca_20_150_2_50_5,18459.2102623437,0.0065739,18459.21026234371,0.544107158,-5.912461186673448e-16,1
AUpdata_ta_ca_20_150_3_100_1,7242.40361848059,0.0056047,7242.40361848059,0.245357086,0.0,1
AUpdata_ta_ca_20_150_3_100_2,12359.8934513088,0.0075627,11257.791399908501,0.384586312,0.09789682649558215,0
AUpdata_ta_ca_20_150_3_100_3,8524.67549512042,0.0054545,8524.675495120422,0.120446237,-2.1337931333422105e-16,1
AUpdata_ta_ca_20_150_3_100_4,7893.64207689275,0.0056719,7893.642076892749,0.509402174,1.1521863962331332e-16,1
AUpdata_ta_ca_20_150_3_100_5,6510.7137932527,0.0062322,6510.713793252699,0.220884848,1.396920108384233e-16,1
AUpdata_ta_ca_20_150_3_50_1,10881.8062296345,0.0061452,10881.80622963446,0.116747945,3.6774930589214425e-15,1
AUpdata_ta_ca_20_150_3_50_2,11224.3189635007,0.0058985,11224.31896350075,0.322220667,-4.3755629232778306e-15,1
AUpdata_ta_ca_20_150_3_50_3,12513.4687998924,0.0058813,12513.4687998924,0.337935241,0.0,1
AUpdata_ta_ca_20_150_3_50_4,12217.4546499095,0.0055998,12217.454649909501,0.41847802,-1.488844817246226e-16,1
AUpdata_ta_ca_20_150_3_50_5,12676.0966971918,0.0062034,11426.2514033265,0.395401126,0.10938366833950774,0
AUpdata_ta_ca_20_150_4_100_1,5377.5408436481,0.0073846,5377.5408436481,0.108275666,0.0,1
