Instancia,bvns_random,bvns_greedy,rvns_random,rvns_greedy,salazar,SOTA,melhor_config,Dev_melhor
AUpdata_ta_ca_40_100_5_100_3,33095.29619844,33095.29619844,49492.2354603681,33095.29619844,33095.29619844,33095.296198439995,bvns_random,2.1984869301536544e-16
AUpdata_ta_ca_40_100_5_100_4,17762.0780033576,17762.0780033576,31740.9689807559,17762.0780033576,17762.0780033576,17762.078003357656,bvns_random,-3.0722577671407653e-15
AUpdata_ta_ca_40_100_5_100_5,34393.160041138,34393.160041138,39933.2032054407,34393.160041138,34393.160041138,34393.16004113805,bvns_random,-1.4808672200624772e-15
AUpdata_ta_ca_40_100_5_50_1,37693.4345034716,37925.7934797545,53916.5217946878,38660.6266526004,37693.4345034716,37693.4345034716,bvns_random,0.0
AUpdata_ta_ca_40_100_5_50_2,44907.158755522,44907.158755522,52401.1046758455,44907.158755522,44907.158755522,44907.158755521996,bvns_random,1.620222213076159e-16
AUpdata_ta_ca_40_100_5_50_3,40822.7674719584,40822.7674719584,55946.2600679742,40822.7674719584,40822.7674719584,40822.76747195844,bvns_random,-8.911641793003564e-16
AUpdata_ta_ca_40_100_5_50_4,38580.4796775556,38580.4796775556,49925.0787873393,38580.4796775556,38580.4796775556,38580.47967755562,bvns_random,-3.771833670806457e-16
AUpdata_ta_ca_40_100_5_50_5,39401.4968019266,39401.4968019266,43241.9741033634,39401.4968019266,39401.4968019266,39401.496801926594,bvns_random,1.8466195969051758e-16
AUpdata_ta_ca_40_300_2_100_1,50574.2899683151,58444.8514590887,50574.2899683151,58444.8514590887,50574.2899683151,50574.2899683151,bvns_random,0.0
AUpdata_ta_ca_40_300_2_100_2,48714.9156425063,48714.9156425063,48714.9156425063,53503.8979802238,48714.9156425063,48714.9156425063,bvns_random,0.0
AUpdata_ta_ca_40_300_2_100_3,49837.6757855953,49837.6757855953,53446.8715023875,49837.6757855953,49837.6757855953,49837.675785595355,bvns_random,-1.1679449331441583e-15
AUpdata_ta_ca_40_300_2_100_4,58346.4879763384,58346.4879763384,61618.5234350228,58346.4879763384,58346.4879763384,58346.48797633839,bvns_random,2.494051610144587e-16
AUpdata_ta_ca_40_300_2_100_5,74120.333670632,74120.333670632,83615.2469105274,74120.333670632,74120.333670632,74120.33367063203,bvns_random,-3.926564953965558e-16
AUpdata_ta_ca_40_300_2_50_1,49401.610730802,49401.610730802,49401.610730802,49401.610730802,49401.610730802,49401.610730802,bvns_random,0.0
AUpdata_ta_ca_40_300_2_50_2,60252.0528517698,60252.0528517698,65377.6586538235,60252.0528517698,60252.0528517698,60252.05285176981,bvns_random,-2.415173349224633e-16
AUpdata_ta_ca_40_300_2_50_3,47644.4997306766,48097.188726569,52009.0534500264,48097.188726569,47644.4997306766,47644.49973067662,bvns_random,-4.581404562108577e-16
AUpdata_ta_ca_40_300_2_50_4,52743.7519715834,52743.7519715834,71787.5934682008,52743.7519715834,52743.7519715834,52743.75197158334,bvns_random,1.1035934824057994e-15
AUpdata_ta_ca_40_300_2_50_5,51919.5760847458,51919.5760847458,51919.5760847458,51919.5760847458,51919.5760847458,51919.576084745844,bvns_random,-8.408340163225402e-16
AUpdata_ta_ca_40_300_3_100_1,50184.4403007632,50184.4403007632,51350.0983328212,50184.4403007632,50184.4403007632,50184.440300763206,bvns_random,-1.449843332032294e-16
AUpdata_ta_ca_40_300_3_100_2,46623.863849771,46623.863849771,47261.2513956025,49191.9831084448,46623.863849771,46623.863849771,bvns_random,0.0
AUpdata_ta_ca_40_300_3_100_3,46405.8059772528,46405.8059772528,48737.44158895,49625.9967846555,46405.8059772528,46405.8059772528,bvns_random,0.0
AUpdata_ta_ca_40_300_3_100_4,47542.0346749767,47542.0346749767,47542.0346749767,47542.0346749767,47542.0346749767,47542.034674976785,bvns_random,-1.836511457010832e-15
AUpdata_ta_ca_40_300_3_100_5,50765.0469784551,50765.0469784551,57144.6474146069,55514.7363544605,50765.0469784551,50765.04697845506,bvns_random,8.599567671754204e-16
AUpdata_ta_ca_40_300_3_50_1,49320.9581107877,49320.9581107877,55503.039808847,49320.9581107877,49320.9581107877,49320.958110787695,bvns_random,1.475226332351398e-16
AUpdata_ta_ca_40_300_3_50_2,29010.6355391536,29010.6355391536,31254.9109154736,29010.6355391536,29010.6355391536,29010.635539153565,bvns_random,1.2540155496358551e-15
AUpdata_ta_ca_40_300_3_50_3,37175.9857009767,37175.9857009767,53130.7228827105,37175.9857009767,37175.9857009767,37175.98570097669,bvns_random,1.957166024515732e-16
AUpdata_ta_ca_40_300_3_50_4,51732.9193101608,51732.9193101608,51801.8573419986,51732.9193101608,51732.9193101608,51732.9193101608,bvns_random,0.0
AUpdata_ta_ca_40_300_3_50_5,57911.9358442143,57911.9358442143,77435.792251841,57911.9358442143,57911.9358442143,57911.93584421433,bvns_random,-5.025532307368259e-16
AUpdata_ta_ca_40_300_4_100_1,40918.363521095,40918.363521095,44150.6738749392,40918.363521095,40918.363521095,40918.363521095,bvns_random,0.0
AUpdata_ta_ca_40_300_4_100_2,30599.2785684385,30599.2785684385,33056.9492722085,30599.2785684385,30599.2785684385,30599.278568438534,bvns_random,-1.0700189937679375e-15
AUpdata_ta_ca_40_300_4_100_3,29559.8710821731,29559.8710821731,49712.451275012,29559.8710821731,29559.8710821731,29559.871082173082,bvns_random,6.153576916791257e-16
AUpdata_ta_ca_40_300_4_100_4,34725.5165310012,34725.5165310012,50335.7542618529,34725.5165310012,34725.5165310012,34725.516531001194,bvns_random,2.095277001189548e-16
AUpdata_ta_ca_40_300_4_100_5,32351.8923274765,32351.8923274765,43345.1427320955,32351.8923274765,32351.8923274765,32351.89232747648,bvns_random,6.74701579171981e-16
AUpdata_ta_ca_40_300_4_50_1,36891.8013053372,37307.6430016589,46272.490930562,36891.8013053372,36891.8013053372,36891.80130533715,bvns_random,1.3805697064706808e-15
AUpdata_ta_ca_40_300_4_50_2,35470.2946008106,35470.2946008106,47849.7473088185,35470.2946008106,35470.2946008106,35470.294600810645,bvns_random,-1.2307691880321411e-15
AUpdata_ta_ca_40_300_4_50_3,37465.6673961562,37465.6673961562,61766.6465710043,37465.6673961562,37465.6673961562,37465.66739615619,bvns_random,1.9420333654405704e-16
AUpdata_ta_ca_40_300_4_50_4,28345.509164576,28345.509164576,38284.8493304568,28345.509164576,28345.509164576,28345.509164576077,bvns_random,-2.695226058750832e-15
AUpdata_ta_ca_40_300_4_50_5,30617.9251738032,30617.9251738032,36351.4615132508,30617.9251738032,30617.9251738032,30617.925173803204,bvns_random,-1.1881859356702522e-16
AUpdata_ta_ca_40_300_5_100_1,25376.3877123769,25611.7688482366,39942.0014670628,25611.7688482366,25376.3877123769,25376.387712376916,bvns_random,-5.734431312014276e-16
AUpdata_ta_ca_40_300_5_100_2,25478.0245194867,28240.7604261444,26685.1306825569,25478.0245194867,25478.0245194867,25478.024519486706,bvns_random,-2.855777773751044e-16
AUpdata_ta_ca_40_300_5_100_3,26781.1189253323,26781.1189253323,33060.2139306074,26781.1189253323,26781.1189253323,26781.118925332343,bvns_random,-1.630094164729109e-15
AUpdata_ta_ca_40_300_5_100_4,28772.7172775574,28772.7172775574,32568.7958082641,28772.7172775574,28772.7172775574,28772.717277557444,bvns_random,-1.5172618305032938e-15
AUpdata_ta_ca_40_300_5_100_5,25748.1940832384,26987.9066326462,32264.2716049227,26987.9066326462,25748.1940832384,25748.194083238403,bvns_random,-1.4129063946507883e-16
AUpdata_ta_ca_40_300_5_50_1,31357.3079853359,31357.3079853359,37401.9819554705,31357.3079853359,31357.3079853359,31357.307985335894,bvns_random,2.320338728562412e-16
AUpdata_ta_ca_40_300_5_50_2,42509.9551564789,42509.9551564789,51319.8798759862,42509.9551564789,42509.9551564789,42509.95515647885,bvns_random,1.198112374191051e-15
AUpdata_ta_ca_40_300_5_50_3,26630.7809682104,26630.7809682104,33132.2887762302,26630.7809682104,26630.7809682104,26630.780968210405,bvns_random,-1.3660804057659544e-16
AUpdata_ta_ca_40_300_5_50_4,37660.5865375202,37710.4615049064,43226.0724246876,37660.5865375202,37660.5865375202,37660.5865375202,bvns_random,0.0
AUpdata_ta_ca_40_300_5_50_5,34643.848425757,35079.5259998488,46148.0026668144,36428.212810136,34643.848425757,34643.848425756994,bvns_random,2.1002163283839735e-16
AUpdata_ta_ca_40_500_2_100_1,50649.0403466289,50649.0403466289,59889.6400083267,50649.0403466289,50649.0403466289,50649.04034662889,bvns_random,1.436544022233918e-16
AUpdata_ta_ca_40_500_2_100_2,54177.402341498,54177.402341498,61353.2920638449,54177.402341498,54177.402341498,54177.402341498004,bvns_random,-1.3429875371876765e-16
AUpdata_ta_ca_40_500_2_100_3,50946.043925892,50946.043925892,50946.043925892,50946.043925892,50946.043925892,50946.043925892045,bvns_random,-8.569015829492822e-16
AUpdata_ta_ca_40_500_2_100_4,49002.5786231981,49002.5786231981,56810.1429704895,49002.5786231981,49002.5786231981,49002.57862319808,bvns_random,2.9696223417675205e-16
AUpdata_ta_ca_40_500_2_100_5,39938.5323254182,39938.5323254182,39938.5323254182,39938.5323254182,39938.5323254182,39938.53232541821,bvns_random,-1.8217889317762347e-16
AUpdata_ta_ca_40_500_2_50_1,62926.260691796,62926.260691796,62926.260691796,62926.260691796,62926.260691796,62926.260691795986,bvns_random,2.3125345552693964e-16
AUpdata_ta_ca_40_500_2_50_2,40268.91822957,40268.91822957,49814.8098542014,40268.91822957,40268.91822957,40268.91822957001,bvns_random,-1.806842084186059e-16
AUpdata_ta_ca_40_500_2_50_3,52699.5656971656,52699.5656971656,55461.9199161184,52699.5656971656,52699.5656971656,52699.56569716563,bvns_random,-5.522593985684214e-16
AUpdata_ta_ca_40_500_2_50_4,48346.3025541916,48346.3025541916,50658.3408854178,48346.3025541916,48346.3025541916,48346.3025541916,bvns_random,0.0
AUpdata_ta_ca_40_500_2_50_5,58560.6066720561,58588.7245350932,59087.3443397009,58588.7245350932,58560.6066720561,58560.6066720561,bvns_random,0.0
AUpdata_ta_ca_40_500_3_100_1,53574.192155849,53574.192155849,55294.8630681645,53574.192155849,53574.192155849,53574.19215584899,bvns_random,1.3581086940177164e-16
AUpdata_ta_ca_40_500_3_100_2,29513.9137603794,31249.0159117201,34846.0146475312,29513.9137603794,29513.9137603794,29513.9137603794,bvns_random,0.0
AUpdata_ta_ca_40_500_3_100_3,46570.4382996789,46570.4382996789,55974.2431624822,46570.4382996789,46570.4382996789,46570.438299678906,bvns_random,-1.5623554082448033e-16
AUpdata_ta_ca_40_500_3_100_4,54567.2489768352,54567.2489768352,66592.0191603077,54567.2489768352,54567.2489768352,54567.2489768352,bvns_random,0.0
AUpdata_ta_ca_40_500_3_100_5,36136.1658668133,36136.1658668133,37186.4359198566,36136.1658668133,36136.1658668133,36136.165866813346,bvns_random,-1.2080901401106593e-15
AUpdata_ta_ca_40_500_3_50_1,60178.757894222,60178.757894222,69593.3788370655,60178.757894222,60178.757894222,60178.757894222006,bvns_random,-1.209057459606028e-16
AUpdata_ta_ca_40_500_3_50_2,53180.3164941658,54231.9401287293,54535.7164644364,54231.9401287293,53180.3164941658,53180.31649416579,bvns_random,2.736334829816834e-16
AUpdata_ta_ca_40_500_3_50_3,47315.2050599253,48657.1668496862,70256.7631896816,48657.1668496862,47315.2050599253,47315.2050599253,bvns_random,0.0
AUpdata_ta_ca_40_500_3_50_4,40925.4207730142,40925.4207730142,57300.164264185,40925.4207730142,40925.4207730142,40925.420773014186,bvns_random,3.5557154828233894e-16
AUpdata_ta_ca_40_500_3_50_5,37996.6761692535,44062.2277253952,49537.8340674443,44062.2277253952,37996.6761692535,37996.67616925345,bvns_random,1.3404252275228599e-15
AUpdata_ta_ca_40_500_4_100_1,29516.726271485,29516.726271485,37648.5624875123,29516.726271485,29516.726271485,29516.726271485048,bvns_random,-1.6022686275300416e-15
AUpdata_ta_ca_40_500_4_100_2,39032.4040825687,39444.0177320782,49560.3685968418,39444.0177320782,39032.4040825687,39032.404082568704,bvns_random,-1.8640813409268739e-16
AUpdata_ta_ca_40_500_4_100_3,30549.9350284011,30549.9350284011,35692.6881489524,30549.9350284011,30549.9350284011,30549.935028401047,bvns_random,1.7862454390048443e-15
AUpdata_ta_ca_40_500_4_100_4,35914.901951151,35914.901951151,57801.2892133657,35914.901951151,35914.901951151,35914.901951151034,bvns_random,-1.012944101041913e-15
AUpdata_ta_ca_40_500_4_100_5,30928.741192504,30928.741192504,33494.6970713437,30928.741192504,30928.741192504,30928.741192504007,bvns_random,-2.35249070400151e-16
AUpdata_ta_ca_40_500_4_50_1,30915.3763330485,30915.3763330485,35631.0965719691,30915.3763330485,30915.3763330485,30915.3763330485,bvns_random,0.0
AUpdata_ta_ca_40_500_4_50_2,35672.0060128257,35672.0060128257,37998.7388597629,35672.0060128257,35672.0060128257,35672.00601282571,bvns_random,-2.0396827729753656e-16
AUpdata_ta_ca_40_500_4_50_3,41148.5786896461,41148.5786896461,49540.9362591861,41148.5786896461,41148.5786896461,41148.57868964611,bvns_random,-1.7682160224927083e-16
AUpdata_ta_ca_40_500_4_50_4,57888.8381164236,57888.8381164236,77475.6671927938,57888.8381164236,57888.8381164236,57888.83811642359,bvns_random,1.256884375455995e-16
AUpdata_ta_ca_40_500_4_50_5,41433.7850589451,41711.8639673135,47010.003319041,42554.1722100075,41433.7850589451,41433.7850589451,bvns_random,0.0
AUpdata_ta_ca_40_500_5_100_1,27372.3120880058,30548.768882332,38196.8519214472,27372.3120880058,27372.3120880058,27372.312088005798,bvns_random,1.3290725297136406e-16
AUpdata_ta_ca_40_500_5_100_2,29417.7719246735,29417.7719246735,40294.9835759102,29417.7719246735,29417.7719246735,29417.771924673452,bvns_random,1.6076582758643861e-15
AUpdata_ta_ca_40_500_5_100_3,26625.5949032933,26625.5949032933,37525.8484298352,28267.6593185642,26625.5949032933,26625.5949032933,bvns_random,0.0
AUpdata_ta_ca_40_500_5_100_4,34164.4542729612,34164.4542729612,39284.4193047424,35282.65236419,33828.6219728671,33828.62197286708,salazar,6.452486554154574e-16
AUpdata_ta_ca_40_500_5_100_5,22871.1607738624,23949.1964774148,32555.7506454711,23949.1964774148,22871.1607738624,22871.1607738624,bvns_random,0.0
AUpdata_ta_ca_40_500_5_50_1,32413.8486548858,32413.8486548858,48054.6652241045,32413.8486548858,32413.8486548858,32413.84865488579,bvns_random,3.3670597211325176e-16
AUpdata_ta_ca_40_500_5_50_2,27319.2069198898,27319.2069198898,36996.1784915415,27319.2069198898,27319.2069198898,27319.20691988979,bvns_random,2.663312165510249e-16
AUpdata_ta_ca_40_500_5_50_3,19944.1955136866,19944.1955136866,20022.1909164289,19944.1955136866,19944.1955136866,19944.195513686544,bvns_random,2.9185263889698068e-15
AUpdata_ta_ca_40_500_5_50_4,26867.5282767606,26867.5282767606,30702.7850223859,26867.5282767606,26867.5282767606,26867.528276760564,bvns_random,1.3540429806631795e-15
AUpdata_ta_ca_40_500_5_50_5,45496.3866675933,45496.3866675933,56707.7254155451,45496.3866675933,45496.3866675933,45496.38666759331,bvns_random,-1.5992385653267777e-16
AUpdata_ta_cp_40_100_2_100_1,51060.2584453079,51060.2584453079,58925.6601824041,51060.2584453079,51060.2584453079,51060.25844530791,bvns_random,-1.4249746937683268e-16
AUpdata_ta_cp_40_100_2_100_2,57800.0451613698,57800.0451613698,65775.9021320753,57800.0451613698,57800.0451613698,57800.045161369766,bvns_random,6.294076063323095e-16
AUpdata_ta_cp_40_100_2_100_3,44749.3575927447,44749.3575927447,56518.3465875127,44749.3575927447,44749.3575927447,44749.357592744745,bvns_random,-9.755613942529199e-16
AUpdata_ta_cp_40_100_2_100_4,50094.9347758103,50094.9347758103,52830.355562197,50094.9347758103,50094.9347758103,50094.93477581036,bvns_random,-1.161947034644598e-15
AUpdata_ta_cp_40_100_2_100_5,58024.6000078007,58024.6000078007,58024.6000078007,58024.6000078007,58024.6000078007,58024.600007800735,bvns_random,-6.269718027530787e-16
AUpdata_ta_cp_40_100_2_50_1,49834.3396137468,49834.3396137468,52117.8775310089,49834.3396137468,49834.3396137468,49834.3396137468,bvns_random,0.0
AUpdata_ta_cp_40_100_2_50_2,55554.9569963684,55554.9569963684,64586.8657022543,55554.9569963684,55554.9569963684,55554.95699636838,bvns_random,2.619372962401556e-16
AUpdata_ta_cp_40_100_2_50_3,68922.717120555,68922.717120555,76716.4807991372,68922.717120555,68922.717120555,68922.71712055504,bvns_random,-6.334014024540098e-16
AUpdata_ta_cp_40_100_2_50_4,67691.8247703603,67691.8247703603,67691.8247703603,67691.8247703603,67691.8247703603,67691.82477036028,bvns_random,2.149730085979096e-16
AUpdata_ta_cp_40_100_2_50_5,60792.9509808951,60792.9509808951,69070.9097296102,60792.9509808951,60792.9509808951,60792.95098089509,bvns_random,1.1968423142462655e-16
AUpdata_ta_cp_40_100_3_100_1,58584.0172768334,58584.0172768334,63747.7619061089,58584.0172768334,58584.0172768334,58584.01727683334,bvns_random,9.935757843032939e-16
AUpdata_ta_cp_40_100_3_100_2,60271.4788514215,60271.4788514215,60271.4788514215,60271.4788514215,60271.4788514215,60271.47885142156,bvns_random,-9.657579674950108e-16
AUpdata_ta_cp_40_100_3_100_3,57982.6052937396,57982.6052937396,68773.430775121,57982.6052937396,57982.6052937396,57982.60529373961,bvns_random,-1.254851791726753e-16
AUpdata_ta_cp_40_100_3_100_4,49975.3219972688,49975.3219972688,51859.4189275922,49975.3219972688,49975.3219972688,49975.32199726875,bvns_random,1.0191370713342777e-15
AUpdata_ta_cp_40_100_3_100_5,57293.8804626459,57293.8804626459,61100.5093288408,57293.8804626459,57293.8804626459,57293.88046264585,bvns_random,8.889553803654503e-16
AUpdata_ta_cp_40_100_3_50_1,51291.2146903302,51291.2146903302,53664.0257443701,51291.2146903302,51291.2146903302,51291.214690330184,bvns_random,2.8371165152207426e-16
AUpdata_ta_cp_40_100_3_50_2,55675.3043203596,55675.3043203596,55675.3043203596,55675.3043203596,55675.3043203596,55675.304320359595,bvns_random,1.3068554726377528e-16
AUpdata_ta_cp_40_100_3_50_3,47259.3415463851,47259.3415463851,47908.4155137758,47259.3415463851,47259.3415463851,47259.34154638507,bvns_random,6.158323308031763e-16
AUpdata_ta_cp_40_100_3_50_4,62104.5246094538,62104.5246094538,83776.4246367978,62104.5246094538,62104.5246094538,62104.52460945374,bvns_random,9.372531434627044e-16
AUpdata_ta_cp_40_100_3_50_5,53143.2351578247,53143.2351578247,55355.7753592194,53143.2351578247,53143.2351578247,53143.23515782466,bvns_random,8.214732421812828e-16
AUpdata_ta_cp_40_100_4_100_1,53435.677603041,53435.677603041,59720.264154837,53435.677603041,53435.677603041,53435.67760304106,bvns_random,-1.2254662327688742e-15
AUpdata_ta_cp_40_100_4_100_2,43600.1518034417,43600.1518034417,47727.2531713792,43600.1518034417,43600.1518034417,43600.15180344168,bvns_random,5.006375422946863e-16
AUpdata_ta_cp_40_100_4_100_3,36632.1882934025,36632.1882934025,43854.7928658224,36632.1882934025,36632.1882934025,36632.18829340252,bvns_random,-5.958659271928205e-16
AUpdata_ta_cp_40_100_4_100_4,30851.5594421029,30851.5594421029,31300.5703286553,30851.5594421029,30851.5594421029,30851.559442102847,bvns_random,1.7687819706093993e-15
AUpdata_ta_cp_40_100_4_100_5,50221.7076759763,50221.7076759763,55493.409658711,50221.7076759763,50221.7076759763,50221.70767597631,bvns_random,-1.4487674654806492e-16
AUpdata_ta_cp_40_100_4_50_1,46884.5516181522,46884.5516181522,56273.822050872,46884.5516181522,46884.5516181522,46884.55161815216,bvns_random,9.311328396750302e-16
AUpdata_ta_cp_40_100_4_50_2,47686.3707204445,47686.3707204445,51811.240319463,47686.3707204445,47686.3707204445,47686.37072044451,bvns_random,-1.525793954175677e-16
AUpdata_ta_cp_40_100_4_50_3,43032.9778475573,43032.9778475573,43032.9778475573,43032.9778475573,43032.9778475573,43032.9778475573,bvns_random,0.0
AUpdata_ta_cp_40_100_4_50_4,43172.4162543872,43412.4460547252,56955.257176631,43412.4460547252,43172.4162543872,43172.41625438721,bvns_random,-1.6853255493764583e-16
AUpdata_ta_cp_40_100_4_50_5,53926.2750997598,53926.2750997598,55260.560409131,53926.2750997598,53926.2750997598,53926.27509975978,bvns_random,2.698483290649473e-16
AUpdata_ta_cp_40_100_5_100_1,36535.6699471435,36535.6699471435,38284.5532851643,36535.6699471435,36535.6699471435,36535.66994714354,bvns_random,-1.1948801198461035e-15
AUpdata_ta_cp_40_100_5_100_2,29752.438729522,29752.438729522,32626.1939101853,29752.438729522,29752.438729522,29752.438729521942,bvns_random,1.9563996566006095e-15
AUpdata_ta_cp_40_100_5_100_3,36155.188434905,36155.188434905,42494.0121139512,36155.188434905,36155.188434905,36155.18843490494,bvns_random,1.6099393595546184e-15
AUpdata_ta_cp_40_100_5_100_4,21096.6357900984,21096.6357900984,28905.6796326239,21096.6357900984,21096.6357900984,21096.63579009841,bvns_random,-5.173306554591768e-16
AUpdata_ta_cp_40_100_5_100_5,22681.5227135232,22681.5227135232,31394.7123703597,22681.5227135232,22681.5227135232,22681.52271352324,bvns_random,-1.7643333467267317e-15
AUpdata_ta_cp_40_100_5_50_1,39584.8309932487,39584.8309932487,48068.5080867647,39584.8309932487,39584.8309932487,39584.83099324874,bvns_random,-9.190335580091719e-16
AUpdata_ta_cp_40_100_5_50_2,38899.6633493473,38899.6633493473,41943.1056959177,38899.6633493473,38899.6633493473,38899.66334934732,bvns_random,-5.61132692756749e-16
AUpdata_ta_cp_40_100_5_50_3,48144.5086952277,48144.5086952277,52549.7653829945,48144.5086952277,48144.5086952277,48144.50869522768,bvns_random,3.0225493255078763e-16
AUpdata_ta_cp_40_100_5_50_4,39402.5995209382,39402.5995209382,44239.9630212984,39798.5871783828,39402.5995209382,39402.59952093822,bvns_random,-5.539703752528085e-16
AUpdata_ta_cp_40_100_5_50_5,49902.4620273398,49902.4620273398,52181.9027347706,49902.4620273398,49902.4620273398,49902.462027339854,bvns_random,-1.020625059969591e-15
AUpdata_ta_cp_40_300_2_100_1,12152.3042607783,12152.3042607783,12875.9285475355,12152.3042607783,12152.3042607783,12152.304260778328,bvns_random,-2.2452401180613883e-15
