instancia_rel,basename,grupo,p,B,alg,seed,objetivo,tempo_s
instances\P\n=60\AUpdata_ta_cp_60_100_4_100_5.txt,AUpdata_ta_cp_60_100_4_100_5,60,4,100,bvns,42,155868.099199159,0.3113415
instances\P\n=60\AUpdata_ta_cp_60_100_4_50_1.txt,AUpdata_ta_cp_60_100_4_50_1,60,4,50,bvns,42,125070.096923547,0.3420542
instances\P\n=60\AUpdata_ta_cp_60_100_4_50_2.txt,AUpdata_ta_cp_60_100_4_50_2,60,4,50,bvns,42,133414.084992939,0.3014686
instances\P\n=60\AUpdata_ta_cp_60_100_4_50_3.txt,AUpdata_ta_cp_60_100_4_50_3,60,4,50,bvns,42,138539.113390684,0.3600056
instances\P\n=60\AUpdata_ta_cp_60_100_4_50_4.txt,AUpdata_ta_cp_60_100_4_50_4,60,4,50,bvns,42,143418.880680405,0.3155467
instances\P\n=60\AUpdata_ta_cp_60_100_4_50_5.txt,AUpdata_ta_cp_60_100_4_50_5,60,4,50,bvns,42,140273.048818004,0.5613943
instances\P\n=60\AUpdata_ta_cp_60_100_5_100_1.txt,AUpdata_ta_cp_60_100_5_100_1,60,5,100,bvns,42,105639.619050864,0.6340776
instances\P\n=60\AUpdata_ta_cp_60_100_5_100_2.txt,AUpdata_ta_cp_60_100_5_100_2,60,5,100,bvns,42,124380.464443492,0.4512769
instances\P\n=60\AUpdata_ta_cp_60_100_5_100_3.txt,AUpdata_ta_cp_60_100_5_100_3,60,5,100,bvns,42,110084.857315488,0.448526
instances\P\n=60\AUpdata_ta_cp_60_100_5_100_4.txt,AUpdata_ta_cp_60_100_5_100_4,60,5,100,bvns,42,108819.13312878,0.433326
instances\P\n=60\AUpdata_ta_cp_60_100_5_100_5.txt,AUpdata_ta_cp_60_100_5_100_5,60,5,100,bvns,42,115383.906644731,0.4351734
instances\P\n=60\AUpdata_ta_cp_60_100_5_50_1.txt,AUpdata_ta_cp_60_100_5_50_1,60,5,50,bvns,42,81639.4635967818,0.5399336
instances\P\n=60\AUpdata_ta_cp_60_100_5_50_2.txt,AUpdata_ta_cp_60_100_5_50_2,60,5,50,bvns,42,100016.993028337,0.52914
instances\P\n=60\AUpdata_ta_cp_60_100_5_50_3.txt,AUpdata_ta_cp_60_100_5_50_3,60,5,50,bvns,42,134963.112305024,0.4727547
instances\P\n=60\AUpdata_ta_cp_60_100_5_50_4.txt,AUpdata_ta_cp_60_100_5_50_4,60,5,50,bvns,42,112292.347745954,0.4090375
instances\P\n=60\AUpdata_ta_cp_60_100_5_50_5.txt,AUpdata_ta_cp_60_100_5_50_5,60,5,50,bvns,42,118985.157437603,0.4384397
instances\P\n=60\AUpdata_ta_cp_60_300_2_100_1.txt,AUpdata_ta_cp_60_300_2_100_1,60,2,100,bvns,42,50547.5963165156,0.1304391
instances\P\n=60\AUpdata_ta_cp_60_300_2_100_2.txt,AUpdata_ta_cp_60_300_2_100_2,60,2,100,bvns,42,54562.2689977069,0.2269892
instances\P\n=60\AUpdata_ta_cp_60_300_2_100_3.txt,AUpdata_ta_cp_60_300_2_100_3,60,2,100,bvns,42,42736.1465134945,0.1440507
instances\P\n=60\AUpdata_ta_cp_60_300_2_100_4.txt,AUpdata_ta_cp_60_300_2_100_4,60,2,100,bvns,42,39250.7291649063,0.1340377
instances\P\n=60\AUpdata_ta_cp_60_300_2_100_5.txt,AUpdata_ta_cp_60_300_2_100_5,60,2,100,bvns,42,55963.4051094778,0.1232014
instances\P\n=60\AUpdata_ta_cp_60_300_2_50_1.txt,AUpdata_ta_cp_60_300_2_50_1,60,2,50,bvns,42,47975.5434926673,0.1347624
instances\P\n=60\AUpdata_ta_cp_60_300_2_50_2.txt,AUpdata_ta_cp_60_300_2_50_2,60,2,50,bvns,42,53918.8566158112,0.137072
instances\P\n=60\AUpdata_ta_cp_60_300_2_50_3.txt,AUpdata_ta_cp_60_300_2_50_3,60,2,50,bvns,42,45720.7004972538,0.1294221
instances\P\n=60\AUpdata_ta_cp_60_300_2_50_4.txt,AUpdata_ta_cp_60_300_2_50_4,60,2,50,bvns,42,42071.5356200666,0.132107
instances\P\n=60\AUpdata_ta_cp_60_300_2_50_5.txt,AUpdata_ta_cp_60_300_2_50_5,60,2,50,bvns,42,44170.9518752784,0.1417076
instances\P\n=60\AUpdata_ta_cp_60_300_3_100_1.txt,AUpdata_ta_cp_60_300_3_100_1,60,3,100,bvns,42,53024.7614638241,0.227564
instances\P\n=60\AUpdata_ta_cp_60_300_3_100_2.txt,AUpdata_ta_cp_60_300_3_100_2,60,3,100,bvns,42,48508.3926183905,0.2132736
instances\P\n=60\AUpdata_ta_cp_60_300_3_100_3.txt,AUpdata_ta_cp_60_300_3_100_3,60,3,100,bvns,42,63296.5074575766,0.2162612
instances\P\n=60\AUpdata_ta_cp_60_300_3_100_4.txt,AUpdata_ta_cp_60_300_3_100_4,60,3,100,bvns,42,47037.5277006853,0.2574332
instances\P\n=60\AUpdata_ta_cp_60_300_3_100_5.txt,AUpdata_ta_cp_60_300_3_100_5,60,3,100,bvns,42,41746.2032586416,0.2657954
instances\P\n=60\AUpdata_ta_cp_60_300_3_50_1.txt,AUpdata_ta_cp_60_300_3_50_1,60,3,50,bvns,42,39977.4556953094,0.2248588
instances\P\n=60\AUpdata_ta_cp_60_300_3_50_2.txt,AUpdata_ta_cp_60_300_3_50_2,60,3,50,bvns,42,40925.2372923063,0.219386
instances\P\n=60\AUpdata_ta_cp_60_300_3_50_3.txt,AUpdata_ta_cp_60_300_3_50_3,60,3,50,bvns,42,41398.541025796,0.2084314
instances\P\n=60\AUpdata_ta_cp_60_300_3_50_4.txt,AUpdata_ta_cp_60_300_3_50_4,60,3,50,bvns,42,51348.3980081381,0.2153293
instances\P\n=60\AUpdata_ta_cp_60_300_3_50_5.txt,AUpdata_ta_cp_60_300_3_50_5,60,3,50,bvns,42,29061.5334669206,0.2037935
instances\P\n=60\AUpdata_ta_cp_60_300_4_100_1.txt,AUpdata_ta_cp_60_300_4_100_1,60,4,100,bvns,42,29115.6842410662,0.2897801
instances\P\n=60\AUpdata_ta_cp_60_300_4_100_2.txt,AUpdata_ta_cp_60_300_4_100_2,60,4,100,bvns,42,27438.7654450646,0.303948
instances\P\n=60\AUpdata_ta_cp_60_300_4_100_3.txt,AUpdata_ta_cp_60_300_4_100_3,60,4,100,bvns,42,42184.5270846374,0.3263005
instances\P\n=60\AUpdata_ta_cp_60_300_4_100_4.txt,AUpdata_ta_cp_60_300_4_100_4,60,4,100,bvns,42,43348.1511222041,0.2988892
instances\P\n=60\AUpdata_ta_cp_60_300_4_100_5.txt,AUpdata_ta_cp_60_300_4_100_5,60,4,100,bvns,42,30773.6208158056,0.3101632
instances\P\n=60\AUpdata_ta_cp_60_300_4_50_1.txt,AUpdata_ta_cp_60_300_4_50_1,60,4,50,bvns,42,27334.0553572211,0.4005107
instances\P\n=60\AUpdata_ta_cp_60_300_4_50_2.txt,AUpdata_ta_cp_60_300_4_50_2,60,4,50,bvns,42,43772.7675829803,0.3092358
instances\P\n=60\AUpdata_ta_cp_60_300_4_50_3.txt,AUpdata_ta_cp_60_300_4_50_3,60,4,50,bvns,42,39558.4885226696,0.3172786
instances\P\n=60\AUpdata_ta_cp_60_300_4_50_4.txt,AUpdata_ta_cp_60_300_4_50_4,60,4,50,bvns,42,36926.4303579687,0.2700282
instances\P\n=60\AUpdata_ta_cp_60_300_4_50_5.txt,AUpdata_ta_cp_60_300_4_50_5,60,4,50,bvns,42,51922.5411778201,0.2748449
instances\P\n=60\AUpdata_ta_cp_60_300_5_100_1.txt,AUpdata_ta_cp_60_300_5_100_1,60,5,100,bvns,42,36544.5659633754,0.3919015
instances\P\n=60\AUpdata_ta_cp_60_300_5_100_2.txt,AUpdata_ta_cp_60_300_5_100_2,60,5,100,bvns,42,27808.3994729928,0.390686
instances\P\n=60\AUpdata_ta_cp_60_300_5_100_3.txt,AUpdata_ta_cp_60_300_5_100_3,60,5,100,bvns,42,35913.2570926528,0.3969583
instances\P\n=60\AUpdata_ta_cp_60_300_5_100_4.txt,AUpdata_ta_cp_60_300_5_100_4,60,5,100,bvns,42,23287.5329159871,0.4163291
instances\P\n=60\AUpdata_ta_cp_60_300_5_100_5.txt,AUpdata_ta_cp_60_300_5_100_5,60,5,100,bvns,42,37574.0047426739,0.3846395
instances\P\n=60\AUpdata_ta_cp_60_300_5_50_1.txt,AUpdata_ta_cp_60_300_5_50_1,60,5,50,bvns,42,36317.0941423573,0.4760436
instances\P\n=60\AUpdata_ta_cp_60_300_5_50_2.txt,AUpdata_ta_cp_60_300_5_50_2,60,5,50,bvns,42,27240.4233408484,0.4037012
instances\P\n=60\AUpdata_ta_cp_60_300_5_50_3.txt,AUpdata_ta_cp_60_300_5_50_3,60,5,50,bvns,42,38508.2847117532,0.4117283
instances\P\n=60\AUpdata_ta_cp_60_300_5_50_4.txt,AUpdata_ta_cp_60_300_5_50_4,60,5,50,bvns,42,41403.005056371,0.4490448
instances\P\n=60\AUpdata_ta_cp_60_300_5_50_5.txt,AUpdata_ta_cp_60_300_5_50_5,60,5,50,bvns,42,26468.9365075883,0.3924191
instances\P\n=60\AUpdata_ta_cp_60_500_2_100_1.txt,AUpdata_ta_cp_60_500_2_100_1,60,2,100,bvns,42,27981.7458704121,0.1227486
instances\P\n=60\AUpdata_ta_cp_60_500_2_100_2.txt,AUpdata_ta_cp_60_500_2_100_2,60,2,100,bvns,42,30892.9602852607,0.1240926
instances\P\n=60\AUpdata_ta_cp_60_500_2_100_3.txt,AUpdata_ta_cp_60_500_2_100_3,60,2,100,bvns,42,28720.0612667812,0.1315912
instances\P\n=60\AUpdata_ta_cp_60_500_2_100_4.txt,AUpdata_ta_cp_60_500_2_100_4,60,2,100,bvns,42,24034.8791162698,0.1295876
instances\P\n=60\AUpdata_ta_cp_60_500_2_100_5.txt,AUpdata_ta_cp_60_500_2_100_5,60,2,100,bvns,42,20899.626627746,0.1341788
instances\P\n=60\AUpdata_ta_cp_60_500_2_50_1.txt,AUpdata_ta_cp_60_500_2_50_1,60,2,50,bvns,42,21741.2839438921,0.1307429
instances\P\n=60\AUpdata_ta_cp_60_500_2_50_2.txt,AUpdata_ta_cp_60_500_2_50_2,60,2,50,bvns,42,29309.5425641574,0.1348228
instances\P\n=60\AUpdata_ta_cp_60_500_2_50_3.txt,AUpdata_ta_cp_60_500_2_50_3,60,2,50,bvns,42,31142.4338498613,0.1286006
instances\P\n=60\AUpdata_ta_cp_60_500_2_50_4.txt,AUpdata_ta_cp_60_500_2_50_4,60,2,50,bvns,42,25010.0208529468,0.1262831
instances\P\n=60\AUpdata_ta_cp_60_500_2_50_5.txt,AUpdata_ta_cp_60_500_2_50_5,60,2,50,bvns,42,24596.3242988678,0.1266825
instances\P\n=60\AUpdata_ta_cp_60_500_3_100_1.txt,AUpdata_ta_cp_60_500_3_100_1,60,3,100,bvns,42,22487.2016622035,0.2117726
instances\P\n=60\AUpdata_ta_cp_60_500_3_100_2.txt,AUpdata_ta_cp_60_500_3_100_2,60,3,100,bvns,42,30970.7281301803,0.2146834
instances\P\n=60\AUpdata_ta_cp_60_500_3_100_3.txt,AUpdata_ta_cp_60_500_3_100_3,60,3,100,bvns,42,21341.0816761967,0.2164285
instances\P\n=60\AUpdata_ta_cp_60_500_3_100_4.txt,AUpdata_ta_cp_60_500_3_100_4,60,3,100,bvns,42,34293.963463137,0.195348
instances\P\n=60\AUpdata_ta_cp_60_500_3_100_5.txt,AUpdata_ta_cp_60_500_3_100_5,60,3,100,bvns,42,24040.6372697235,0.2734292
instances\P\n=60\AUpdata_ta_cp_60_500_3_50_1.txt,AUpdata_ta_cp_60_500_3_50_1,60,3,50,bvns,42,33507.5898728063,0.2057183
instances\P\n=60\AUpdata_ta_cp_60_500_3_50_2.txt,AUpdata_ta_cp_60_500_3_50_2,60,3,50,bvns,42,23629.1729690381,0.2115202
instances\P\n=60\AUpdata_ta_cp_60_500_3_50_3.txt,AUpdata_ta_cp_60_500_3_50_3,60,3,50,bvns,42,26469.2331249049,0.1986943
instances\P\n=60\AUpdata_ta_cp_60_500_3_50_4.txt,AUpdata_ta_cp_60_500_3_50_4,60,3,50,bvns,42,26039.2117031973,0.2266996
instances\P\n=60\AUpdata_ta_cp_60_500_3_50_5.txt,AUpdata_ta_cp_60_500_3_50_5,60,3,50,bvns,42,25852.5651410757,0.2357471
instances\P\n=60\AUpdata_ta_cp_60_500_4_100_1.txt,AUpdata_ta_cp_60_500_4_100_1,60,4,100,bvns,42,24750.2365085213,0.2964822
instances\P\n=60\AUpdata_ta_cp_60_500_4_100_2.txt,AUpdata_ta_cp_60_500_4_100_2,60,4,100,bvns,42,19320.7840762968,0.306136
instances\P\n=60\AUpdata_ta_cp_60_500_4_100_3.txt,AUpdata_ta_cp_60_500_4_100_3,60,4,100,bvns,42,16070.751821523,0.3105329
instances\P\n=60\AUpdata_ta_cp_60_500_4_100_4.txt,AUpdata_ta_cp_60_500_4_100_4,60,4,100,bvns,42,27045.8575308101,0.29996
instances\P\n=60\AUpdata_ta_cp_60_500_4_100_5.txt,AUpdata_ta_cp_60_500_4_100_5,60,4,100,bvns,42,20068.3794587354,0.3163311
instances\P\n=60\AUpdata_ta_cp_60_500_4_50_1.txt,AUpdata_ta_cp_60_500_4_50_1,60,4,50,bvns,42,19493.1422603718,0.2867739
instances\P\n=60\AUpdata_ta_cp_60_500_4_50_2.txt,AUpdata_ta_cp_60_500_4_50_2,60,4,50,bvns,42,22032.0358525357,0.3336921
instances\P\n=60\AUpdata_ta_cp_60_500_4_50_3.txt,AUpdata_ta_cp_60_500_4_50_3,60,4,50,bvns,42,22489.0566003723,0.3113257
instances\P\n=60\AUpdata_ta_cp_60_500_4_50_4.txt,AUpdata_ta_cp_60_500_4_50_4,60,4,50,bvns,42,21457.762834979,0.278921
instances\P\n=60\AUpdata_ta_cp_60_500_4_50_5.txt,AUpdata_ta_cp_60_500_4_50_5,60,4,50,bvns,42,16986.2838238464,0.3198364
instances\P\n=60\AUpdata_ta_cp_60_500_5_100_1.txt,AUpdata_ta_cp_60_500_5_100_1,60,5,100,bvns,42,11737.4478534681,0.4329462
instances\P\n=60\AUpdata_ta_cp_60_500_5_100_2.txt,AUpdata_ta_cp_60_500_5_100_2,60,5,100,bvns,42,11447.082487332,0.375034
instances\P\n=60\AUpdata_ta_cp_60_500_5_100_3.txt,AUpdata_ta_cp_60_500_5_100_3,60,5,100,bvns,42,17512.8706544699,0.4227721
instances\P\n=60\AUpdata_ta_cp_60_500_5_100_4.txt,AUpdata_ta_cp_60_500_5_100_4,60,5,100,bvns,42,14096.7937876426,0.4276359
instances\P\n=60\AUpdata_ta_cp_60_500_5_100_5.txt,AUpdata_ta_cp_60_500_5_100_5,60,5,100,bvns,42,29870.5741608932,0.4210099
instances\P\n=60\AUpdata_ta_cp_60_500_5_50_1.txt,AUpdata_ta_cp_60_500_5_50_1,60,5,50,bvns,42,24164.1166074509,0.3969669
instances\P\n=60\AUpdata_ta_cp_60_500_5_50_2.txt,AUpdata_ta_cp_60_500_5_50_2,60,5,50,bvns,42,23402.9862816916,0.4254785
instances\P\n=60\AUpdata_ta_cp_60_500_5_50_3.txt,AUpdata_ta_cp_60_500_5_50_3,60,5,50,bvns,42,22597.6729729065,0.3801492
instances\P\n=60\AUpdata_ta_cp_60_500_5_50_4.txt,AUpdata_ta_cp_60_500_5_50_4,60,5,50,bvns,42,20553.0161933225,0.399057
instances\P\n=60\AUpdata_ta_cp_60_500_5_50_5.txt,AUpdata_ta_cp_60_500_5_50_5,60,5,50,bvns,42,21571.2431267246,0.4279298
instances\P\n=80\AUpdata_ta_cp_80_300_2_100_1.txt,AUpdata_ta_cp_80_300_2_100_1,80,2,100,bvns,42,92898.6018265089,0.2414118
instances\P\n=80\AUpdata_ta_cp_80_300_2_100_2.txt,AUpdata_ta_cp_80_300_2_100_2,80,2,100,bvns,42,116905.877890886,0.2370661
instances\P\n=80\AUpdata_ta_cp_80_300_2_100_3.txt,AUpdata_ta_cp_80_300_2_100_3,80,2,100,bvns,42,116604.012610051,0.2416558
instances\P\n=80\AUpdata_ta_cp_80_300_2_100_4.txt,AUpdata_ta_cp_80_300_2_100_4,80,2,100,bvns,42,106703.401243677,0.242141
instances\P\n=80\AUpdata_ta_cp_80_300_2_100_5.txt,AUpdata_ta_cp_80_300_2_100_5,80,2,100,bvns,42,89076.1011132423,0.2444237
instances\P\n=80\AUpdata_ta_cp_80_300_2_50_1.txt,AUpdata_ta_cp_80_300_2_50_1,80,2,50,bvns,42,86766.4064679332,0.2490367
instances\P\n=80\AUpdata_ta_cp_80_300_2_50_2.txt,AUpdata_ta_cp_80_300_2_50_2,80,2,50,bvns,42,100760.987899648,0.239248
instances\P\n=80\AUpdata_ta_cp_80_300_2_50_3.txt,AUpdata_ta_cp_80_300_2_50_3,80,2,50,bvns,42,133138.963904884,0.2537186
instances\P\n=80\AUpdata_ta_cp_80_300_2_50_4.txt,AUpdata_ta_cp_80_300_2_50_4,80,2,50,bvns,42,104886.680260175,0.2505532
instances\P\n=80\AUpdata_ta_cp_80_300_2_50_5.txt,AUpdata_ta_cp_80_300_2_50_5,80,2,50,bvns,42,97516.0359978008,0.2566303
instances\P\n=80\AUpdata_ta_cp_80_300_3_100_1.txt,AUpdata_ta_cp_80_300_3_100_1,80,3,100,bvns,42,94691.6505290933,0.4200704
instances\P\n=80\AUpdata_ta_cp_80_300_3_100_2.txt,AUpdata_ta_cp_80_300_3_100_2,80,3,100,bvns,42,90239.5649432133,0.4241151
instances\P\n=80\AUpdata_ta_cp_80_300_3_100_3.txt,AUpdata_ta_cp_80_300_3_100_3,80,3,100,bvns,42,89677.6327587314,0.401255
instances\P\n=80\AUpdata_ta_cp_80_300_3_100_4.txt,AUpdata_ta_cp_80_300_3_100_4,80,3,100,bvns,42,105904.976202055,0.4188416
instances\P\n=80\AUpdata_ta_cp_80_300_3_100_5.txt,AUpdata_ta_cp_80_300_3_100_5,80,3,100,bvns,42,84928.5695664534,0.3958461
instances\P\n=80\AUpdata_ta_cp_80_300_3_50_1.txt,AUpdata_ta_cp_80_300_3_50_1,80,3,50,bvns,42,109163.742675629,0.5169494
instances\P\n=80\AUpdata_ta_cp_80_300_3_50_2.txt,AUpdata_ta_cp_80_300_3_50_2,80,3,50,bvns,42,88396.2923725407,0.3969913
instances\P\n=80\AUpdata_ta_cp_80_300_3_50_3.txt,AUpdata_ta_cp_80_300_3_50_3,80,3,50,bvns,42,97247.3627889202,0.4901092
instances\P\n=80\AUpdata_ta_cp_80_300_3_50_4.txt,AUpdata_ta_cp_80_300_3_50_4,80,3,50,bvns,42,99347.7953392703,0.4268685
instances\P\n=80\AUpdata_ta_cp_80_300_3_50_5.txt,AUpdata_ta_cp_80_300_3_50_5,80,3,50,bvns,42,96813.240967867,0.4318522
instances\P\n=80\AUpdata_ta_cp_80_300_4_100_1.txt,AUpdata_ta_cp_80_300_4_100_1,80,4,100,bvns,42,61112.604638362,0.5697695
instances\P\n=80\AUpdata_ta_cp_80_300_4_100_2.txt,AUpdata_ta_cp_80_300_4_100_2,80,4,100,bvns,42,72043.5709404659,0.5723453
instances\P\n=80\AUpdata_ta_cp_80_300_4_100_3.txt,AUpdata_ta_cp_80_300_4_100_3,80,4,100,bvns,42,58793.5258251558,0.5459575
instances\P\n=80\AUpdata_ta_cp_80_300_4_100_4.txt,AUpdata_ta_cp_80_300_4_100_4,80,4,100,bvns,42,103899.640334991,0.589832
instances\P\n=80\AUpdata_ta_cp_80_300_4_100_5.txt,AUpdata_ta_cp_80_300_4_100_5,80,4,100,bvns,42,94250.4959149441,0.5901598
instances\P\n=80\AUpdata_ta_cp_80_300_4_50_1.txt,AUpdata_ta_cp_80_300_4_50_1,80,4,50,bvns,42,80019.109044044,0.699089
instances\P\n=80\AUpdata_ta_cp_80_300_4_50_2.txt,AUpdata_ta_cp_80_300_4_50_2,80,4,50,bvns,42,82696.4692815996,0.5683971
instances\P\n=80\AUpdata_ta_cp_80_300_4_50_3.txt,AUpdata_ta_cp_80_300_4_50_3,80,4,50,bvns,42,83297.6655778589,0.6727403
instances\P\n=80\AUpdata_ta_cp_80_300_4_50_4.txt,AUpdata_ta_cp_80_300_4_50_4,80,4,50,bvns,42,71067.8526789907,0.537164
instances\P\n=80\AUpdata_ta_cp_80_300_4_50_5.txt,AUpdata_ta_cp_80_300_4_50_5,80,4,50,bvns,42,84760.5850600471,0.5760005
instances\P\n=80\AUpdata_ta_cp_80_300_5_100_1.txt,AUpdata_ta_cp_80_300_5_100_1,80,5,100,bvns,42,67304.0213058013,0.7795581
instances\P\n=80\AUpdata_ta_cp_80_300_5_100_2.txt,AUpdata_ta_cp_80_300_5_100_2,80,5,100,bvns,42,61232.9908927361,0.830139
instances\P\n=80\AUpdata_ta_cp_80_300_5_100_3.txt,AUpdata_ta_cp_80_300_5_100_3,80,5,100,bvns,42,73930.9957592514,0.7434534
instances\P\n=80\AUpdata_ta_cp_80_300_5_100_4.txt,AUpdata_ta_cp_80_300_5_100_4,80,5,100,bvns,42,48819.5066667548,0.8232782
instances\P\n=80\AUpdata_ta_cp_80_300_5_100_5.txt,AUpdata_ta_cp_80_300_5_100_5,80,5,100,bvns,42,97000.6257291143,0.7499264
instances\P\n=80\AUpdata_ta_cp_80_300_5_50_1.txt,AUpdata_ta_cp_80_300_5_50_1,80,5,50,bvns,42,88142.4517965959,1.0451422
instances\P\n=80\AUpdata_ta_cp_80_300_5_50_2.txt,AUpdata_ta_cp_80_300_5_50_2,80,5,50,bvns,42,64729.1303297,0.7761243
instances\P\n=80\AUpdata_ta_cp_80_300_5_50_3.txt,AUpdata_ta_cp_80_300_5_50_3,80,5,50,bvns,42,71258.1076704838,0.7564196
instances\P\n=80\AUpdata_ta_cp_80_300_5_50_4.txt,AUpdata_ta_cp_80_300_5_50_4,80,5,50,bvns,42,67406.2821954114,0.7667007
instances\P\n=80\AUpdata_ta_cp_80_300_5_50_5.txt,AUpdata_ta_cp_80_300_5_50_5,80,5,50,bvns,42,77964.3796342456,0.7743386
instances\P\n=80\AUpdata_ta_cp_80_400_2_100_1.txt,AUpdata_ta_cp_80_400_2_100_1,80,2,100,bvns,42,60430.0539783798,0.2537969
instances\P\n=80\AUpdata_ta_cp_80_400_2_100_2.txt,AUpdata_ta_cp_80_400_2_100_2,80,2,100,bvns,42,74330.5241208385,0.2263761
instances\P\n=80\AUpdata_ta_cp_80_400_2_100_3.txt,AUpdata_ta_cp_80_400_2_100_3,80,2,100,bvns,42,55505.3950018691,0.2588127
instances\P\n=80\AUpdata_ta_cp_80_400_2_100_4.txt,AUpdata_ta_cp_80_400_2_100_4,80,2,100,bvns,42,86147.0803984435,0.253998
instances\P\n=80\AUpdata_ta_cp_80_400_2_100_5.txt,AUpdata_ta_cp_80_400_2_100_5,80,2,100,bvns,42,70735.4049745141,0.2267252
instances\P\n=80\AUpdata_ta_cp_80_400_2_50_1.txt,AUpdata_ta_cp_80_400_2_50_1,80,2,50,bvns,42,91915.4509172485,0.2535532
instances\P\n=80\AUpdata_ta_cp_80_400_2_50_2.txt,AUpdata_ta_cp_80_400_2_50_2,80,2,50,bvns,42,84110.6326189141,0.2201229
instances\P\n=80\AUpdata_ta_cp_80_400_2_50_3.txt,AUpdata_ta_cp_80_400_2_50_3,80,2,50,bvns,42,100936.944635222,0.2419827
instances\P\n=80\AUpdata_ta_cp_80_400_2_50_4.txt,AUpdata_ta_cp_80_400_2_50_4,80,2,50,bvns,42,92941.7159929987,0.2261524
instances\P\n=80\AUpdata_ta_cp_80_400_2_50_5.txt,AUpdata_ta_cp_80_400_2_50_5,80,2,50,bvns,42,82911.6651358131,0.2461523
instances\P\n=80\AUpdata_ta_cp_80_400_3_100_1.txt,AUpdata_ta_cp_80_400_3_100_1,80,3,100,bvns,42,77979.998240977,0.4533194
instances\P\n=80\AUpdata_ta_cp_80_400_3_100_2.txt,AUpdata_ta_cp_80_400_3_100_2,80,3,100,bvns,42,64990.8773744222,0.4134094
instances\P\n=80\AUpdata_ta_cp_80_400_3_100_3.txt,AUpdata_ta_cp_80_400_3_100_3,80,3,100,bvns,42,68618.1320569863,0.3974202
instances\P\n=80\AUpdata_ta_cp_80_400_3_100_4.txt,AUpdata_ta_cp_80_400_3_100_4,80,3,100,bvns,42,70362.4249601066,0.4430473
instances\P\n=80\AUpdata_ta_cp_80_400_3_100_5.txt,AUpdata_ta_cp_80_400_3_100_5,80,3,100,bvns,42,74891.3203972443,0.4161799
instances\P\n=80\AUpdata_ta_cp_80_400_3_50_1.txt,AUpdata_ta_cp_80_400_3_50_1,80,3,50,bvns,42,52793.8987751899,0.4384762
instances\P\n=80\AUpdata_ta_cp_80_400_3_50_2.txt,AUpdata_ta_cp_80_400_3_50_2,80,3,50,bvns,42,73607.1018395081,0.3986965
instances\P\n=80\AUpdata_ta_cp_80_400_3_50_3.txt,AUpdata_ta_cp_80_400_3_50_3,80,3,50,bvns,42,81424.4317036712,0.4671199
instances\P\n=80\AUpdata_ta_cp_80_400_3_50_4.txt,AUpdata_ta_cp_80_400_3_50_4,80,3,50,bvns,42,70788.6026625119,0.4446789
instances\P\n=80\AUpdata_ta_cp_80_400_3_50_5.txt,AUpdata_ta_cp_80_400_3_50_5,80,3,50,bvns,42,69890.4852812645,0.3996668
instances\P\n=80\AUpdata_ta_cp_80_400_4_100_1.txt,AUpdata_ta_cp_80_400_4_100_1,80,4,100,bvns,42,71323.1280406481,0.5739442
instances\P\n=80\AUpdata_ta_cp_80_400_4_100_2.txt,AUpdata_ta_cp_80_400_4_100_2,80,4,100,bvns,42,49534.2911968106,0.5351387
instances\P\n=80\AUpdata_ta_cp_80_400_4_100_3.txt,AUpdata_ta_cp_80_400_4_100_3,80,4,100,bvns,42,62494.9460778925,0.7076679
instances\P\n=80\AUpdata_ta_cp_80_400_4_100_4.txt,AUpdata_ta_cp_80_400_4_100_4,80,4,100,bvns,42,59127.1156712562,0.6166446
instances\P\n=80\AUpdata_ta_cp_80_400_4_100_5.txt,AUpdata_ta_cp_80_400_4_100_5,80,4,100,bvns,42,56417.3051622658,0.5827476
instances\P\n=80\AUpdata_ta_cp_80_400_4_50_1.txt,AUpdata_ta_cp_80_400_4_50_1,80,4,50,bvns,42,63199.0988768372,0.5326304
instances\P\n=80\AUpdata_ta_cp_80_400_4_50_2.txt,AUpdata_ta_cp_80_400_4_50_2,80,4,50,bvns,42,66876.4477302219,0.5872336
instances\P\n=80\AUpdata_ta_cp_80_400_4_50_3.txt,AUpdata_ta_cp_80_400_4_50_3,80,4,50,bvns,42,57778.3052631088,0.5712127
instances\P\n=80\AUpdata_ta_cp_80_400_4_50_4.txt,AUpdata_ta_cp_80_400_4_50_4,80,4,50,bvns,42,69061.4304969133,0.5756534
instances\P\n=80\AUpdata_ta_cp_80_400_4_50_5.txt,AUpdata_ta_cp_80_400_4_50_5,80,4,50,bvns,42,60397.8719583852,0.5916132
instances\P\n=80\AUpdata_ta_cp_80_400_5_100_1.txt,AUpdata_ta_cp_80_400_5_100_1,80,5,100,bvns,42,67807.1637715852,0.7564559
instances\P\n=80\AUpdata_ta_cp_80_400_5_100_2.txt,AUpdata_ta_cp_80_400_5_100_2,80,5,100,bvns,42,50713.6979996398,0.8278207
instances\P\n=80\AUpdata_ta_cp_80_400_5_100_3.txt,AUpdata_ta_cp_80_400_5_100_3,80,5,100,bvns,42,36971.1982960508,0.7991018
instances\P\n=80\AUpdata_ta_cp_80_400_5_100_4.txt,AUpdata_ta_cp_80_400_5_100_4,80,5,100,bvns,42,54695.3175048274,0.7043455
instances\P\n=80\AUpdata_ta_cp_80_400_5_100_5.txt,AUpdata_ta_cp_80_400_5_100_5,80,5,100,bvns,42,58023.8479222728,0.760437
