instancia_rel,basename,grupo,p,B,alg,seed,objetivo,tempo_s
instances\R\n=60\AUpdata_ta_ca_60_300_3_50_3.txt,AUpdata_ta_ca_60_300_3_50_3,60,3,50,rvns,42,83224.4006160488,0.0039895
instances\R\n=60\AUpdata_ta_ca_60_300_3_50_4.txt,AUpdata_ta_ca_60_300_3_50_4,60,3,50,rvns,42,86134.6018677329,0.0041823
instances\R\n=60\AUpdata_ta_ca_60_300_3_50_5.txt,AUpdata_ta_ca_60_300_3_50_5,60,3,50,rvns,42,86095.8246303639,0.0043179
instances\R\n=60\AUpdata_ta_ca_60_300_4_100_1.txt,AUpdata_ta_ca_60_300_4_100_1,60,4,100,rvns,42,77021.7855340381,0.0049491
instances\R\n=60\AUpdata_ta_ca_60_300_4_100_2.txt,AUpdata_ta_ca_60_300_4_100_2,60,4,100,rvns,42,62056.5191213457,0.0049299
instances\R\n=60\AUpdata_ta_ca_60_300_4_100_3.txt,AUpdata_ta_ca_60_300_4_100_3,60,4,100,rvns,42,85349.168401863,0.0050184
instances\R\n=60\AUpdata_ta_ca_60_300_4_100_4.txt,AUpdata_ta_ca_60_300_4_100_4,60,4,100,rvns,42,67342.6048022269,0.0055427
instances\R\n=60\AUpdata_ta_ca_60_300_4_100_5.txt,AUpdata_ta_ca_60_300_4_100_5,60,4,100,rvns,42,99447.105895749,0.0058213
instances\R\n=60\AUpdata_ta_ca_60_300_4_50_1.txt,AUpdata_ta_ca_60_300_4_50_1,60,4,50,rvns,42,97863.5313548117,0.0046453
instances\R\n=60\AUpdata_ta_ca_60_300_4_50_2.txt,AUpdata_ta_ca_60_300_4_50_2,60,4,50,rvns,42,114581.738106515,0.0059658
instances\R\n=60\AUpdata_ta_ca_60_300_4_50_3.txt,AUpdata_ta_ca_60_300_4_50_3,60,4,50,rvns,42,76265.6045882437,0.004665
instances\R\n=60\AUpdata_ta_ca_60_300_4_50_4.txt,AUpdata_ta_ca_60_300_4_50_4,60,4,50,rvns,42,78337.5570892035,0.0055433
instances\R\n=60\AUpdata_ta_ca_60_300_4_50_5.txt,AUpdata_ta_ca_60_300_4_50_5,60,4,50,rvns,42,89504.1071336455,0.0049162
instances\R\n=60\AUpdata_ta_ca_60_300_5_100_1.txt,AUpdata_ta_ca_60_300_5_100_1,60,5,100,rvns,42,85689.5010121038,0.0065218
instances\R\n=60\AUpdata_ta_ca_60_300_5_100_2.txt,AUpdata_ta_ca_60_300_5_100_2,60,5,100,rvns,42,74859.9133549436,0.0059256
instances\R\n=60\AUpdata_ta_ca_60_300_5_100_3.txt,AUpdata_ta_ca_60_300_5_100_3,60,5,100,rvns,42,80266.6455934049,0.0059801
instances\R\n=60\AUpdata_ta_ca_60_300_5_100_4.txt,AUpdata_ta_ca_60_300_5_100_4,60,5,100,rvns,42,59847.4375453109,0.0063821
instances\R\n=60\AUpdata_ta_ca_60_300_5_100_5.txt,AUpdata_ta_ca_60_300_5_100_5,60,5,100,rvns,42,73515.9626485426,0.0052184
instances\R\n=60\AUpdata_ta_ca_60_300_5_50_1.txt,AUpdata_ta_ca_60_300_5_50_1,60,5,50,rvns,42,80443.5859371817,0.0055202
instances\R\n=60\AUpdata_ta_ca_60_300_5_50_2.txt,AUpdata_ta_ca_60_300_5_50_2,60,5,50,rvns,42,83175.8510106382,0.0062061
instances\R\n=60\AUpdata_ta_ca_60_300_5_50_3.txt,AUpdata_ta_ca_60_300_5_50_3,60,5,50,rvns,42,86856.3392850828,0.0062351
instances\R\n=60\AUpdata_ta_ca_60_300_5_50_4.txt,AUpdata_ta_ca_60_300_5_50_4,60,5,50,rvns,42,96303.1242781316,0.0053274
instances\R\n=60\AUpdata_ta_ca_60_300_5_50_5.txt,AUpdata_ta_ca_60_300_5_50_5,60,5,50,rvns,42,66432.1925226479,0.0056292
instances\R\n=60\AUpdata_ta_ca_60_500_2_100_1.txt,AUpdata_ta_ca_60_500_2_100_1,60,2,100,rvns,42,142050.751777369,0.0030261
instances\R\n=60\AUpdata_ta_ca_60_500_2_100_2.txt,AUpdata_ta_ca_60_500_2_100_2,60,2,100,rvns,42,89372.2462893217,0.0029173
instances\R\n=60\AUpdata_ta_ca_60_500_2_100_3.txt,AUpdata_ta_ca_60_500_2_100_3,60,2,100,rvns,42,103326.785331524,0.0027316
instances\R\n=60\AUpdata_ta_ca_60_500_2_100_4.txt,AUpdata_ta_ca_60_500_2_100_4,60,2,100,rvns,42,94527.5614032323,0.0029201
instances\R\n=60\AUpdata_ta_ca_60_500_2_100_5.txt,AUpdata_ta_ca_60_500_2_100_5,60,2,100,rvns,42,100705.544464944,0.003139
instances\R\n=60\AUpdata_ta_ca_60_500_2_50_1.txt,AUpdata_ta_ca_60_500_2_50_1,60,2,50,rvns,42,118262.72187868,0.0034021
instances\R\n=60\AUpdata_ta_ca_60_500_2_50_2.txt,AUpdata_ta_ca_60_500_2_50_2,60,2,50,rvns,42,110981.227347116,0.0031754
instances\R\n=60\AUpdata_ta_ca_60_500_2_50_3.txt,AUpdata_ta_ca_60_500_2_50_3,60,2,50,rvns,42,123091.901460773,0.0037767
instances\R\n=60\AUpdata_ta_ca_60_500_2_50_4.txt,AUpdata_ta_ca_60_500_2_50_4,60,2,50,rvns,42,150011.040859875,0.0028383
instances\R\n=60\AUpdata_ta_ca_60_500_2_50_5.txt,AUpdata_ta_ca_60_500_2_50_5,60,2,50,rvns,42,110954.435360629,0.0029625
instances\R\n=60\AUpdata_ta_ca_60_500_3_100_1.txt,AUpdata_ta_ca_60_500_3_100_1,60,3,100,rvns,42,64649.306744239,0.0048668
instances\R\n=60\AUpdata_ta_ca_60_500_3_100_2.txt,AUpdata_ta_ca_60_500_3_100_2,60,3,100,rvns,42,85818.8233740719,0.003872
instances\R\n=60\AUpdata_ta_ca_60_500_3_100_3.txt,AUpdata_ta_ca_60_500_3_100_3,60,3,100,rvns,42,107360.129916475,0.0039003
instances\R\n=60\AUpdata_ta_ca_60_500_3_100_4.txt,AUpdata_ta_ca_60_500_3_100_4,60,3,100,rvns,42,90302.0205865076,0.0039781
instances\R\n=60\AUpdata_ta_ca_60_500_3_100_5.txt,AUpdata_ta_ca_60_500_3_100_5,60,3,100,rvns,42,74371.0931090069,0.0039993
instances\R\n=60\AUpdata_ta_ca_60_500_3_50_1.txt,AUpdata_ta_ca_60_500_3_50_1,60,3,50,rvns,42,103430.9304075,0.0041169
instances\R\n=60\AUpdata_ta_ca_60_500_3_50_2.txt,AUpdata_ta_ca_60_500_3_50_2,60,3,50,rvns,42,87853.7665134457,0.0048341
instances\R\n=60\AUpdata_ta_ca_60_500_3_50_3.txt,AUpdata_ta_ca_60_500_3_50_3,60,3,50,rvns,42,84064.6687827463,0.0036196
instances\R\n=60\AUpdata_ta_ca_60_500_3_50_4.txt,AUpdata_ta_ca_60_500_3_50_4,60,3,50,rvns,42,93928.6857295032,0.0034702
instances\R\n=60\AUpdata_ta_ca_60_500_3_50_5.txt,AUpdata_ta_ca_60_500_3_50_5,60,3,50,rvns,42,103230.241452698,0.0043365
instances\R\n=60\AUpdata_ta_ca_60_500_4_100_1.txt,AUpdata_ta_ca_60_500_4_100_1,60,4,100,rvns,42,97245.7012074884,0.0047147
instances\R\n=60\AUpdata_ta_ca_60_500_4_100_2.txt,AUpdata_ta_ca_60_500_4_100_2,60,4,100,rvns,42,67544.5243266609,0.0052426
instances\R\n=60\AUpdata_ta_ca_60_500_4_100_3.txt,AUpdata_ta_ca_60_500_4_100_3,60,4,100,rvns,42,76713.3964242337,0.0047815
instances\R\n=60\AUpdata_ta_ca_60_500_4_100_4.txt,AUpdata_ta_ca_60_500_4_100_4,60,4,100,rvns,42,112555.941379546,0.0044407
instances\R\n=60\AUpdata_ta_ca_60_500_4_100_5.txt,AUpdata_ta_ca_60_500_4_100_5,60,4,100,rvns,42,77977.531621689,0.0051808
instances\R\n=60\AUpdata_ta_ca_60_500_4_50_1.txt,AUpdata_ta_ca_60_500_4_50_1,60,4,50,rvns,42,102844.451554371,0.0045222
instances\R\n=60\AUpdata_ta_ca_60_500_4_50_2.txt,AUpdata_ta_ca_60_500_4_50_2,60,4,50,rvns,42,117969.274842534,0.0048994
instances\R\n=60\AUpdata_ta_ca_60_500_4_50_3.txt,AUpdata_ta_ca_60_500_4_50_3,60,4,50,rvns,42,66529.5986158385,0.0050791
instances\R\n=60\AUpdata_ta_ca_60_500_4_50_4.txt,AUpdata_ta_ca_60_500_4_50_4,60,4,50,rvns,42,80754.5068736718,0.0053861
instances\R\n=60\AUpdata_ta_ca_60_500_4_50_5.txt,AUpdata_ta_ca_60_500_4_50_5,60,4,50,rvns,42,81137.0311635743,0.0055517
instances\R\n=60\AUpdata_ta_ca_60_500_5_100_1.txt,AUpdata_ta_ca_60_500_5_100_1,60,5,100,rvns,42,84953.4011472167,0.0058972
instances\R\n=60\AUpdata_ta_ca_60_500_5_100_2.txt,AUpdata_ta_ca_60_500_5_100_2,60,5,100,rvns,42,86910.5373778429,0.0058254
instances\R\n=60\AUpdata_ta_ca_60_500_5_100_3.txt,AUpdata_ta_ca_60_500_5_100_3,60,5,100,rvns,42,84308.9186361584,0.0058271
instances\R\n=60\AUpdata_ta_ca_60_500_5_100_4.txt,AUpdata_ta_ca_60_500_5_100_4,60,5,100,rvns,42,83662.0615152952,0.0056602
instances\R\n=60\AUpdata_ta_ca_60_500_5_100_5.txt,AUpdata_ta_ca_60_500_5_100_5,60,5,100,rvns,42,81922.7510766318,0.0061565
instances\R\n=60\AUpdata_ta_ca_60_500_5_50_1.txt,AUpdata_ta_ca_60_500_5_50_1,60,5,50,rvns,42,86277.6794850273,0.0055078
instances\R\n=60\AUpdata_ta_ca_60_500_5_50_2.txt,AUpdata_ta_ca_60_500_5_50_2,60,5,50,rvns,42,78720.8509640555,0.0057437
instances\R\n=60\AUpdata_ta_ca_60_500_5_50_3.txt,AUpdata_ta_ca_60_500_5_50_3,60,5,50,rvns,42,74974.3817089682,0.0056917
instances\R\n=60\AUpdata_ta_ca_60_500_5_50_4.txt,AUpdata_ta_ca_60_500_5_50_4,60,5,50,rvns,42,79202.14049058,0.00611
instances\R\n=60\AUpdata_ta_ca_60_500_5_50_5.txt,AUpdata_ta_ca_60_500_5_50_5,60,5,50,rvns,42,58526.0442532018,0.0064908
instances\R\n=80\AUpdata_ta_ca_80_300_2_100_1.txt,AUpdata_ta_ca_80_300_2_100_1,80,2,100,rvns,42,133691.603203246,0.0056425
instances\R\n=80\AUpdata_ta_ca_80_300_2_100_2.txt,AUpdata_ta_ca_80_300_2_100_2,80,2,100,rvns,42,203552.364281371,0.0052543
instances\R\n=80\AUpdata_ta_ca_80_300_2_100_3.txt,AUpdata_ta_ca_80_300_2_100_3,80,2,100,rvns,42,170028.957882999,0.0053192
instances\R\n=80\AUpdata_ta_ca_80_300_2_100_4.txt,AUpdata_ta_ca_80_300_2_100_4,80,2,100,rvns,42,197552.191853085,0.0049868
instances\R\n=80\AUpdata_ta_ca_80_300_2_100_5.txt,AUpdata_ta_ca_80_300_2_100_5,80,2,100,rvns,42,188045.84484618,0.0051562
instances\R\n=80\AUpdata_ta_ca_80_300_2_50_1.txt,AUpdata_ta_ca_80_300_2_50_1,80,2,50,rvns,42,144348.153264668,0.0051438
instances\R\n=80\AUpdata_ta_ca_80_300_2_50_2.txt,AUpdata_ta_ca_80_300_2_50_2,80,2,50,rvns,42,209754.754842564,0.0047131
instances\R\n=80\AUpdata_ta_ca_80_300_2_50_3.txt,AUpdata_ta_ca_80_300_2_50_3,80,2,50,rvns,42,174518.780295151,0.006581
instances\R\n=80\AUpdata_ta_ca_80_300_2_50_4.txt,AUpdata_ta_ca_80_300_2_50_4,80,2,50,rvns,42,162525.145860298,0.0063228
instances\R\n=80\AUpdata_ta_ca_80_300_2_50_5.txt,AUpdata_ta_ca_80_300_2_50_5,80,2,50,rvns,42,192261.94205436,0.0049021
instances\R\n=80\AUpdata_ta_ca_80_300_3_100_1.txt,AUpdata_ta_ca_80_300_3_100_1,80,3,100,rvns,42,129666.523066741,0.0064487
instances\R\n=80\AUpdata_ta_ca_80_300_3_100_2.txt,AUpdata_ta_ca_80_300_3_100_2,80,3,100,rvns,42,120452.907788464,0.0070781
instances\R\n=80\AUpdata_ta_ca_80_300_3_100_3.txt,AUpdata_ta_ca_80_300_3_100_3,80,3,100,rvns,42,125027.055086321,0.0079436
instances\R\n=80\AUpdata_ta_ca_80_300_3_100_4.txt,AUpdata_ta_ca_80_300_3_100_4,80,3,100,rvns,42,133317.469362314,0.0074046
instances\R\n=80\AUpdata_ta_ca_80_300_3_100_5.txt,AUpdata_ta_ca_80_300_3_100_5,80,3,100,rvns,42,130028.35833028,0.0079765
instances\R\n=80\AUpdata_ta_ca_80_300_3_50_1.txt,AUpdata_ta_ca_80_300_3_50_1,80,3,50,rvns,42,182876.183733198,0.0071703
instances\R\n=80\AUpdata_ta_ca_80_300_3_50_2.txt,AUpdata_ta_ca_80_300_3_50_2,80,3,50,rvns,42,137828.327208483,0.0067432
instances\R\n=80\AUpdata_ta_ca_80_300_3_50_3.txt,AUpdata_ta_ca_80_300_3_50_3,80,3,50,rvns,42,215380.035095426,0.0072648
instances\R\n=80\AUpdata_ta_ca_80_300_3_50_4.txt,AUpdata_ta_ca_80_300_3_50_4,80,3,50,rvns,42,151729.579902436,0.0074178
instances\R\n=80\AUpdata_ta_ca_80_300_3_50_5.txt,AUpdata_ta_ca_80_300_3_50_5,80,3,50,rvns,42,153324.189788131,0.0064198
instances\R\n=80\AUpdata_ta_ca_80_300_4_100_1.txt,AUpdata_ta_ca_80_300_4_100_1,80,4,100,rvns,42,136141.728831335,0.0091989
instances\R\n=80\AUpdata_ta_ca_80_300_4_100_2.txt,AUpdata_ta_ca_80_300_4_100_2,80,4,100,rvns,42,152282.589303728,0.0096389
instances\R\n=80\AUpdata_ta_ca_80_300_4_100_3.txt,AUpdata_ta_ca_80_300_4_100_3,80,4,100,rvns,42,136196.476792522,0.0092487
instances\R\n=80\AUpdata_ta_ca_80_300_4_100_4.txt,AUpdata_ta_ca_80_300_4_100_4,80,4,100,rvns,42,140848.25709176,0.0082347
instances\R\n=80\AUpdata_ta_ca_80_300_4_100_5.txt,AUpdata_ta_ca_80_300_4_100_5,80,4,100,rvns,42,160162.302330921,0.0094996
instances\R\n=80\AUpdata_ta_ca_80_300_4_50_1.txt,AUpdata_ta_ca_80_300_4_50_1,80,4,50,rvns,42,141454.97392858,0.0097816
instances\R\n=80\AUpdata_ta_ca_80_300_4_50_2.txt,AUpdata_ta_ca_80_300_4_50_2,80,4,50,rvns,42,137199.859221842,0.0085349
instances\R\n=80\AUpdata_ta_ca_80_300_4_50_3.txt,AUpdata_ta_ca_80_300_4_50_3,80,4,50,rvns,42,121306.730631609,0.008542
instances\R\n=80\AUpdata_ta_ca_80_300_4_50_4.txt,AUpdata_ta_ca_80_300_4_50_4,80,4,50,rvns,42,112962.66642532,0.0087522
instances\R\n=80\AUpdata_ta_ca_80_300_4_50_5.txt,AUpdata_ta_ca_80_300_4_50_5,80,4,50,rvns,42,110451.687857171,0.0088455
instances\R\n=80\AUpdata_ta_ca_80_300_5_100_1.txt,AUpdata_ta_ca_80_300_5_100_1,80,5,100,rvns,42,107513.43482788,0.0112764
instances\R\n=80\AUpdata_ta_ca_80_300_5_100_2.txt,AUpdata_ta_ca_80_300_5_100_2,80,5,100,rvns,42,111112.084937427,0.0114723
instances\R\n=80\AUpdata_ta_ca_80_300_5_100_3.txt,AUpdata_ta_ca_80_300_5_100_3,80,5,100,rvns,42,143897.158894241,0.0098951
instances\R\n=80\AUpdata_ta_ca_80_300_5_100_4.txt,AUpdata_ta_ca_80_300_5_100_4,80,5,100,rvns,42,120465.870607472,0.0109284
instances\R\n=80\AUpdata_ta_ca_80_300_5_100_5.txt,AUpdata_ta_ca_80_300_5_100_5,80,5,100,rvns,42,150779.069280504,0.0106355
instances\R\n=80\AUpdata_ta_ca_80_300_5_50_1.txt,AUpdata_ta_ca_80_300_5_50_1,80,5,50,rvns,42,165184.89742332,0.0094509
instances\R\n=80\AUpdata_ta_ca_80_300_5_50_2.txt,AUpdata_ta_ca_80_300_5_50_2,80,5,50,rvns,42,132299.584905445,0.010581
instances\R\n=80\AUpdata_ta_ca_80_300_5_50_3.txt,AUpdata_ta_ca_80_300_5_50_3,80,5,50,rvns,42,106622.473742707,0.0108123
instances\R\n=80\AUpdata_ta_ca_80_300_5_50_4.txt,AUpdata_ta_ca_80_300_5_50_4,80,5,50,rvns,42,132412.086511071,0.0115908
instances\R\n=80\AUpdata_ta_ca_80_300_5_50_5.txt,AUpdata_ta_ca_80_300_5_50_5,80,5,50,rvns,42,130743.845388909,0.0109456
instances\R\n=80\AUpdata_ta_ca_80_400_2_100_1.txt,AUpdata_ta_ca_80_400_2_100_1,80,2,100,rvns,42,195145.891925928,0.0054631
instances\R\n=80\AUpdata_ta_ca_80_400_2_100_2.txt,AUpdata_ta_ca_80_400_2_100_2,80,2,100,rvns,42,168967.445933843,0.0048584
instances\R\n=80\AUpdata_ta_ca_80_400_2_100_3.txt,AUpdata_ta_ca_80_400_2_100_3,80,2,100,rvns,42,166286.47695654,0.0053953
instances\R\n=80\AUpdata_ta_ca_80_400_2_100_4.txt,AUpdata_ta_ca_80_400_2_100_4,80,2,100,rvns,42,168799.522367848,0.005425
instances\R\n=80\AUpdata_ta_ca_80_400_2_100_5.txt,AUpdata_ta_ca_80_400_2_100_5,80,2,100,rvns,42,151043.205176221,0.005558
instances\R\n=80\AUpdata_ta_ca_80_400_2_50_1.txt,AUpdata_ta_ca_80_400_2_50_1,80,2,50,rvns,42,143148.161548841,0.0059143
instances\R\n=80\AUpdata_ta_ca_80_400_2_50_2.txt,AUpdata_ta_ca_80_400_2_50_2,80,2,50,rvns,42,146363.808159001,0.0055251
instances\R\n=80\AUpdata_ta_ca_80_400_2_50_3.txt,AUpdata_ta_ca_80_400_2_50_3,80,2,50,rvns,42,156656.973748853,0.0055188
instances\R\n=80\AUpdata_ta_ca_80_400_2_50_4.txt,AUpdata_ta_ca_80_400_2_50_4,80,2,50,rvns,42,172678.233079715,0.0058598
instances\R\n=80\AUpdata_ta_ca_80_400_2_50_5.txt,AUpdata_ta_ca_80_400_2_50_5,80,2,50,rvns,42,176739.421939628,0.0053446
instances\R\n=80\AUpdata_ta_ca_80_400_3_100_1.txt,AUpdata_ta_ca_80_400_3_100_1,80,3,100,rvns,42,159219.237296438,0.0065939
instances\R\n=80\AUpdata_ta_ca_80_400_3_100_2.txt,AUpdata_ta_ca_80_400_3_100_2,80,3,100,rvns,42,157745.886874491,0.0067598
instances\R\n=80\AUpdata_ta_ca_80_400_3_100_3.txt,AUpdata_ta_ca_80_400_3_100_3,80,3,100,rvns,42,137466.99935872,0.0067846
instances\R\n=80\AUpdata_ta_ca_80_400_3_100_4.txt,AUpdata_ta_ca_80_400_3_100_4,80,3,100,rvns,42,135372.987933731,0.0074697
instances\R\n=80\AUpdata_ta_ca_80_400_3_100_5.txt,AUpdata_ta_ca_80_400_3_100_5,80,3,100,rvns,42,143180.246216812,0.0068287
instances\R\n=80\AUpdata_ta_ca_80_400_3_50_1.txt,AUpdata_ta_ca_80_400_3_50_1,80,3,50,rvns,42,146092.073614133,0.0080196
instances\R\n=80\AUpdata_ta_ca_80_400_3_50_2.txt,AUpdata_ta_ca_80_400_3_50_2,80,3,50,rvns,42,188275.222111466,0.006723
instances\R\n=80\AUpdata_ta_ca_80_400_3_50_3.txt,AUpdata_ta_ca_80_400_3_50_3,80,3,50,rvns,42,164600.433966972,0.0064917
instances\R\n=80\AUpdata_ta_ca_80_400_3_50_4.txt,AUpdata_ta_ca_80_400_3_50_4,80,3,50,rvns,42,151242.792929893,0.0075364
instances\R\n=80\AUpdata_ta_ca_80_400_3_50_5.txt,AUpdata_ta_ca_80_400_3_50_5,80,3,50,rvns,42,154685.467797082,0.0068369
instances\R\n=80\AUpdata_ta_ca_80_400_4_100_1.txt,AUpdata_ta_ca_80_400_4_100_1,80,4,100,rvns,42,170302.522455266,0.0078025
instances\R\n=80\AUpdata_ta_ca_80_400_4_100_2.txt,AUpdata_ta_ca_80_400_4_100_2,80,4,100,rvns,42,118460.71770931,0.0084284
instances\R\n=80\AUpdata_ta_ca_80_400_4_100_3.txt,AUpdata_ta_ca_80_400_4_100_3,80,4,100,rvns,42,167802.480797215,0.0078709
instances\R\n=80\AUpdata_ta_ca_80_400_4_100_4.txt,AUpdata_ta_ca_80_400_4_100_4,80,4,100,rvns,42,120378.335686075,0.0086666
instances\R\n=80\AUpdata_ta_ca_80_400_4_100_5.txt,AUpdata_ta_ca_80_400_4_100_5,80,4,100,rvns,42,133933.708707655,0.0082529
instances\R\n=80\AUpdata_ta_ca_80_400_4_50_1.txt,AUpdata_ta_ca_80_400_4_50_1,80,4,50,rvns,42,148303.346033118,0.0088812
instances\R\n=80\AUpdata_ta_ca_80_400_4_50_2.txt,AUpdata_ta_ca_80_400_4_50_2,80,4,50,rvns,42,152850.421665887,0.0088686
instances\R\n=80\AUpdata_ta_ca_80_400_4_50_3.txt,AUpdata_ta_ca_80_400_4_50_3,80,4,50,rvns,42,150570.225245212,0.0093094
instances\R\n=80\AUpdata_ta_ca_80_400_4_50_4.txt,AUpdata_ta_ca_80_400_4_50_4,80,4,50,rvns,42,153079.144206972,0.0084584
instances\R\n=80\AUpdata_ta_ca_80_400_4_50_5.txt,AUpdata_ta_ca_80_400_4_50_5,80,4,50,rvns,42,148929.58156024,0.008555
instances\R\n=80\AUpdata_ta_ca_80_400_5_100_1.txt,AUpdata_ta_ca_80_400_5_100_1,80,5,100,rvns,42,120268.300372387,0.0100229
instances\R\n=80\AUpdata_ta_ca_80_400_5_100_2.txt,AUpdata_ta_ca_80_400_5_100_2,80,5,100,rvns,42,141603.368288172,0.0096884
instances\R\n=80\AUpdata_ta_ca_80_400_5_100_3.txt,AUpdata_ta_ca_80_400_5_100_3,80,5,100,rvns,42,95454.4611387282,0.0101005
instances\R\n=80\AUpdata_ta_ca_80_400_5_100_4.txt,AUpdata_ta_ca_80_400_5_100_4,80,5,100,rvns,42,130369.82384894,0.0099193
instances\R\n=80\AUpdata_ta_ca_80_400_5_100_5.txt,AUpdata_ta_ca_80_400_5_100_5,80,5,100,rvns,42,132088.477718443,0.0097322
instances\R\n=80\AUpdata_ta_ca_80_400_5_50_1.txt,AUpdata_ta_ca_80_400_5_50_1,80,5,50,rvns,42,133931.441818633,0.0110717
instances\R\n=80\AUpdata_ta_ca_80_400_5_50_2.txt,AUpdata_ta_ca_80_400_5_50_2,80,5,50,rvns,42,145874.742703455,0.0101027
instances\R\n=80\AUpdata_ta_ca_80_400_5_50_3.txt,AUpdata_ta_ca_80_400_5_50_3,80,5,50,rvns,42,121406.281803785,0.0107116
instances\R\n=80\AUpdata_ta_ca_80_400_5_50_4.txt,AUpdata_ta_ca_80_400_5_50_4,80,5,50,rvns,42,131291.72670048,0.0098598
instances\R\n=80\AUpdata_ta_ca_80_400_5_50_5.txt,AUpdata_ta_ca_80_400_5_50_5,80,5,50,rvns,42,136780.974471135,0.0107885
instances\R\n=80\AUpdata_ta_ca_80_500_2_100_1.txt,AUpdata_ta_ca_80_500_2_100_1,80,2,100,rvns,42,142312.398912875,0.0060137
instances\R\n=80\AUpdata_ta_ca_80_500_2_100_2.txt,AUpdata_ta_ca_80_500_2_100_2,80,2,100,rvns,42,137524.432221576,0.0053894
instances\R\n=80\AUpdata_ta_ca_80_500_2_100_3.txt,AUpdata_ta_ca_80_500_2_100_3,80,2,100,rvns,42,189718.65618752,0.0061048
instances\R\n=80\AUpdata_ta_ca_80_500_2_100_4.txt,AUpdata_ta_ca_80_500_2_100_4,80,2,100,rvns,42,137331.519008895,0.0046697
instances\R\n=80\AUpdata_ta_ca_80_500_2_100_5.txt,AUpdata_ta_ca_80_500_2_100_5,80,2,100,rvns,42,203154.190423285,0.0049749
instances\R\n=80\AUpdata_ta_ca_80_500_2_50_1.txt,AUpdata_ta_ca_80_500_2_50_1,80,2,50,rvns,42,168727.16247571,0.0056613
instances\R\n=80\AUpdata_ta_ca_80_500_2_50_2.txt,AUpdata_ta_ca_80_500_2_50_2,80,2,50,rvns,42,223728.935493413,0.0053266
instances\R\n=80\AUpdata_ta_ca_80_500_2_50_3.txt,AUpdata_ta_ca_80_500_2_50_3,80,2,50,rvns,42,172511.944246866,0.005569
instances\R\n=80\AUpdata_ta_ca_80_500_2_50_4.txt,AUpdata_ta_ca_80_500_2_50_4,80,2,50,rvns,42,191093.88130245,0.0050353
instances\R\n=80\AUpdata_ta_ca_80_500_2_50_5.txt,AUpdata_ta_ca_80_500_2_50_5,80,2,50,rvns,42,194456.073490363,0.0059421
instances\R\n=80\AUpdata_ta_ca_80_500_3_100_1.txt,AUpdata_ta_ca_80_500_3_100_1,80,3,100,rvns,42,144219.507248011,0.0074161
instances\R\n=80\AUpdata_ta_ca_80_500_3_100_2.txt,AUpdata_ta_ca_80_500_3_100_2,80,3,100,rvns,42,146199.677279839,0.0082304
instances\R\n=80\AUpdata_ta_ca_80_500_3_100_3.txt,AUpdata_ta_ca_80_500_3_100_3,80,3,100,rvns,42,169414.99120704,0.007642
instances\R\n=80\AUpdata_ta_ca_80_500_3_100_4.txt,AUpdata_ta_ca_80_500_3_100_4,80,3,100,rvns,42,120215.881246907,0.007271
instances\R\n=80\AUpdata_ta_ca_80_500_3_100_5.txt,AUpdata_ta_ca_80_500_3_100_5,80,3,100,rvns,42,123581.193920932,0.0076153
instances\R\n=80\AUpdata_ta_ca_80_500_3_50_1.txt,AUpdata_ta_ca_80_500_3_50_1,80,3,50,rvns,42,173653.325781572,0.0081504
instances\R\n=80\AUpdata_ta_ca_80_500_3_50_2.txt,AUpdata_ta_ca_80_500_3_50_2,80,3,50,rvns,42,180670.296048256,0.0075621
instances\R\n=80\AUpdata_ta_ca_80_500_3_50_3.txt,AUpdata_ta_ca_80_500_3_50_3,80,3,50,rvns,42,154314.548908536,0.0064271
instances\R\n=80\AUpdata_ta_ca_80_500_3_50_4.txt,AUpdata_ta_ca_80_500_3_50_4,80,3,50,rvns,42,160849.182663666,0.0077073
instances\R\n=80\AUpdata_ta_ca_80_500_3_50_5.txt,AUpdata_ta_ca_80_500_3_50_5,80,3,50,rvns,42,137293.950411118,0.0067244
instances\R\n=80\AUpdata_ta_ca_80_500_4_100_1.txt,AUpdata_ta_ca_80_500_4_100_1,80,4,100,rvns,42,119155.343476639,0.0090721
instances\R\n=80\AUpdata_ta_ca_80_500_4_100_2.txt,AUpdata_ta_ca_80_500_4_100_2,80,4,100,rvns,42,144538.680503709,0.008757
instances\R\n=80\AUpdata_ta_ca_80_500_4_100_3.txt,AUpdata_ta_ca_80_500_4_100_3,80,4,100,rvns,42,150284.243576288,0.0092962
instances\R\n=80\AUpdata_ta_ca_80_500_4_100_4.txt,AUpdata_ta_ca_80_500_4_100_4,80,4,100,rvns,42,125518.01649087,0.0082091
instances\R\n=80\AUpdata_ta_ca_80_500_4_100_5.txt,AUpdata_ta_ca_80_500_4_100_5,80,4,100,rvns,42,150763.900671348,0.008744
instances\R\n=80\AUpdata_ta_ca_80_500_4_50_1.txt,AUpdata_ta_ca_80_500_4_50_1,80,4,50,rvns,42,141640.75284582,0.009254
instances\R\n=80\AUpdata_ta_ca_80_500_4_50_2.txt,AUpdata_ta_ca_80_500_4_50_2,80,4,50,rvns,42,126752.371966181,0.0088281
instances\R\n=80\AUpdata_ta_ca_80_500_4_50_3.txt,AUpdata_ta_ca_80_500_4_50_3,80,4,50,rvns,42,133177.454090854,0.0083746
instances\R\n=80\AUpdata_ta_ca_80_500_4_50_4.txt,AUpdata_ta_ca_80_500_4_50_4,80,4,50,rvns,42,131906.711177275,0.0098978
