instancia_rel,basename,grupo,p,B,alg,seed,objetivo,tempo_s
instances\P\n=80\AUpdata_ta_cp_80_500_5_100_2.txt,AUpdata_ta_cp_80_500_5_100_2,80,5,100,salazar,42,41452.7831450175,1.3876468
instances\P\n=80\AUpdata_ta_cp_80_500_5_100_3.txt,AUpdata_ta_cp_80_500_5_100_3,80,5,100,salazar,42,38105.762802877,1.5669599
instances\P\n=80\AUpdata_ta_cp_80_500_5_100_4.txt,AUpdata_ta_cp_80_500_5_100_4,80,5,100,salazar,42,43821.8145176832,1.3603764
instances\P\n=80\AUpdata_ta_cp_80_500_5_100_5.txt,AUpdata_ta_cp_80_500_5_100_5,80,5,100,salazar,42,39919.5650813789,1.3768248
instances\P\n=80\AUpdata_ta_cp_80_500_5_50_1.txt,AUpdata_ta_cp_80_500_5_50_1,80,5,50,salazar,42,44705.3778303877,1.4851891
instances\P\n=80\AUpdata_ta_cp_80_500_5_50_2.txt,AUpdata_ta_cp_80_500_5_50_2,80,5,50,salazar,42,43745.0782956415,1.4230741
instances\P\n=80\AUpdata_ta_cp_80_500_5_50_3.txt,AUpdata_ta_cp_80_500_5_50_3,80,5,50,salazar,42,38346.5354612179,1.4866103
instances\P\n=80\AUpdata_ta_cp_80_500_5_50_4.txt,AUpdata_ta_cp_80_500_5_50_4,80,5,50,salazar,42,51768.9221031956,1.4967653
instances\P\n=80\AUpdata_ta_cp_80_500_5_50_5.txt,AUpdata_ta_cp_80_500_5_50_5,80,5,50,salazar,42,36670.8519827412,1.3849685
instances\R\n=20\AUpdata_ta_ca_20_100_2_100_1.txt,AUpdata_ta_ca_20_100_2_100_1,20,2,100,salazar,42,14052.9505437049,0.0253416
instances\R\n=20\AUpdata_ta_ca_20_100_2_100_2.txt,AUpdata_ta_ca_20_100_2_100_2,20,2,100,salazar,42,17456.764758183,0.0192062
instances\R\n=20\AUpdata_ta_ca_20_100_2_100_3.txt,AUpdata_ta_ca_20_100_2_100_3,20,2,100,salazar,42,20291.121085581,0.0187943
instances\R\n=20\AUpdata_ta_ca_20_100_2_100_4.txt,AUpdata_ta_ca_20_100_2_100_4,20,2,100,salazar,42,12466.4316395655,0.0185035
instances\R\n=20\AUpdata_ta_ca_20_100_2_100_5.txt,AUpdata_ta_ca_20_100_2_100_5,20,2,100,salazar,42,19299.8541684535,0.0205806
instances\R\n=20\AUpdata_ta_ca_20_100_2_50_1.txt,AUpdata_ta_ca_20_100_2_50_1,20,2,50,salazar,42,20822.8205543586,0.0180692
instances\R\n=20\AUpdata_ta_ca_20_100_2_50_2.txt,AUpdata_ta_ca_20_100_2_50_2,20,2,50,salazar,42,14314.8025939052,0.0261902
instances\R\n=20\AUpdata_ta_ca_20_100_2_50_3.txt,AUpdata_ta_ca_20_100_2_50_3,20,2,50,salazar,42,21521.464510571,0.0200034
instances\R\n=20\AUpdata_ta_ca_20_100_2_50_4.txt,AUpdata_ta_ca_20_100_2_50_4,20,2,50,salazar,42,12973.4443787167,0.0167573
instances\R\n=20\AUpdata_ta_ca_20_100_2_50_5.txt,AUpdata_ta_ca_20_100_2_50_5,20,2,50,salazar,42,14563.2800254334,0.0181126
instances\R\n=20\AUpdata_ta_ca_20_100_3_100_1.txt,AUpdata_ta_ca_20_100_3_100_1,20,3,100,salazar,42,9622.9905488547,0.0306345
instances\R\n=20\AUpdata_ta_ca_20_100_3_100_2.txt,AUpdata_ta_ca_20_100_3_100_2,20,3,100,salazar,42,8657.1922720003,0.0286851
instances\R\n=20\AUpdata_ta_ca_20_100_3_100_3.txt,AUpdata_ta_ca_20_100_3_100_3,20,3,100,salazar,42,11731.4309044646,0.0298685
instances\R\n=20\AUpdata_ta_ca_20_100_3_100_4.txt,AUpdata_ta_ca_20_100_3_100_4,20,3,100,salazar,42,12682.2817698933,0.0332726
instances\R\n=20\AUpdata_ta_ca_20_100_3_100_5.txt,AUpdata_ta_ca_20_100_3_100_5,20,3,100,salazar,42,15324.5045145922,0.0259215
instances\R\n=20\AUpdata_ta_ca_20_100_3_50_1.txt,AUpdata_ta_ca_20_100_3_50_1,20,3,50,salazar,42,17170.4844597015,0.0283992
instances\R\n=20\AUpdata_ta_ca_20_100_3_50_2.txt,AUpdata_ta_ca_20_100_3_50_2,20,3,50,salazar,42,11861.6471678267,0.0252213
instances\R\n=20\AUpdata_ta_ca_20_100_3_50_3.txt,AUpdata_ta_ca_20_100_3_50_3,20,3,50,salazar,42,12080.470170712,0.0337751
instances\R\n=20\AUpdata_ta_ca_20_100_3_50_4.txt,AUpdata_ta_ca_20_100_3_50_4,20,3,50,salazar,42,16176.1353979658,0.027966
instances\R\n=20\AUpdata_ta_ca_20_100_3_50_5.txt,AUpdata_ta_ca_20_100_3_50_5,20,3,50,salazar,42,10829.8085874375,0.0309411
instances\R\n=20\AUpdata_ta_ca_20_100_4_100_1.txt,AUpdata_ta_ca_20_100_4_100_1,20,4,100,salazar,42,10511.0014499216,0.0356413
instances\R\n=20\AUpdata_ta_ca_20_100_4_100_2.txt,AUpdata_ta_ca_20_100_4_100_2,20,4,100,salazar,42,8885.9124865445,0.0366555
instances\R\n=20\AUpdata_ta_ca_20_100_4_100_3.txt,AUpdata_ta_ca_20_100_4_100_3,20,4,100,salazar,42,9300.020425396,0.0368119
instances\R\n=20\AUpdata_ta_ca_20_100_4_100_4.txt,AUpdata_ta_ca_20_100_4_100_4,20,4,100,salazar,42,9635.01498378335,0.0301559
instances\R\n=20\AUpdata_ta_ca_20_100_4_100_5.txt,AUpdata_ta_ca_20_100_4_100_5,20,4,100,salazar,42,16665.2795047809,0.0359468
instances\R\n=20\AUpdata_ta_ca_20_100_4_50_1.txt,AUpdata_ta_ca_20_100_4_50_1,20,4,50,salazar,42,9713.32227524799,0.0342331
instances\R\n=20\AUpdata_ta_ca_20_100_4_50_2.txt,AUpdata_ta_ca_20_100_4_50_2,20,4,50,salazar,42,8988.9515288864,0.0327818
instances\R\n=20\AUpdata_ta_ca_20_100_4_50_3.txt,AUpdata_ta_ca_20_100_4_50_3,20,4,50,salazar,42,7868.0360658855,0.0327433
instances\R\n=20\AUpdata_ta_ca_20_100_4_50_4.txt,AUpdata_ta_ca_20_100_4_50_4,20,4,50,salazar,42,13559.1354094651,0.0319441
instances\R\n=20\AUpdata_ta_ca_20_100_4_50_5.txt,AUpdata_ta_ca_20_100_4_50_5,20,4,50,salazar,42,8704.7525999144,0.0376529
instances\R\n=20\AUpdata_ta_ca_20_100_5_100_1.txt,AUpdata_ta_ca_20_100_5_100_1,20,5,100,salazar,42,5184.2604748206,0.0442334
instances\R\n=20\AUpdata_ta_ca_20_100_5_100_2.txt,AUpdata_ta_ca_20_100_5_100_2,20,5,100,salazar,42,9062.19996125714,0.0513923
instances\R\n=20\AUpdata_ta_ca_20_100_5_100_3.txt,AUpdata_ta_ca_20_100_5_100_3,20,5,100,salazar,42,7553.0010172835,0.0428748
instances\R\n=20\AUpdata_ta_ca_20_100_5_100_4.txt,AUpdata_ta_ca_20_100_5_100_4,20,5,100,salazar,42,10005.753376217,0.0449406
instances\R\n=20\AUpdata_ta_ca_20_100_5_100_5.txt,AUpdata_ta_ca_20_100_5_100_5,20,5,100,salazar,42,6868.330009505,0.0428384
instances\R\n=20\AUpdata_ta_ca_20_100_5_50_1.txt,AUpdata_ta_ca_20_100_5_50_1,20,5,50,salazar,42,8719.82636411104,0.0472081
instances\R\n=20\AUpdata_ta_ca_20_100_5_50_2.txt,AUpdata_ta_ca_20_100_5_50_2,20,5,50,salazar,42,9961.1117292506,0.0424334
instances\R\n=20\AUpdata_ta_ca_20_100_5_50_3.txt,AUpdata_ta_ca_20_100_5_50_3,20,5,50,salazar,42,12269.1677721299,0.0408408
instances\R\n=20\AUpdata_ta_ca_20_100_5_50_4.txt,AUpdata_ta_ca_20_100_5_50_4,20,5,50,salazar,42,9326.7551678595,0.046341
instances\R\n=20\AUpdata_ta_ca_20_100_5_50_5.txt,AUpdata_ta_ca_20_100_5_50_5,20,5,50,salazar,42,7313.7759572643,0.0414654
instances\R\n=20\AUpdata_ta_ca_20_150_2_100_1.txt,AUpdata_ta_ca_20_150_2_100_1,20,2,100,salazar,42,11117.5427568929,0.0176946
instances\R\n=20\AUpdata_ta_ca_20_150_2_100_2.txt,AUpdata_ta_ca_20_150_2_100_2,20,2,100,salazar,42,20708.6139040048,0.0189369
instances\R\n=20\AUpdata_ta_ca_20_150_2_100_3.txt,AUpdata_ta_ca_20_150_2_100_3,20,2,100,salazar,42,15918.9364053691,0.0191778
instances\R\n=20\AUpdata_ta_ca_20_150_2_100_4.txt,AUpdata_ta_ca_20_150_2_100_4,20,2,100,salazar,42,13192.3173837703,0.020171
instances\R\n=20\AUpdata_ta_ca_20_150_2_100_5.txt,AUpdata_ta_ca_20_150_2_100_5,20,2,100,salazar,42,18843.1462433293,0.0192086
instances\R\n=20\AUpdata_ta_ca_20_150_2_50_1.txt,AUpdata_ta_ca_20_150_2_50_1,20,2,50,salazar,42,20801.9811064093,0.0195218
instances\R\n=20\AUpdata_ta_ca_20_150_2_50_2.txt,AUpdata_ta_ca_20_150_2_50_2,20,2,50,salazar,42,15899.0935872628,0.0200144
instances\R\n=20\AUpdata_ta_ca_20_150_2_50_3.txt,AUpdata_ta_ca_20_150_2_50_3,20,2,50,salazar,42,16194.0810297253,0.0175237
instances\R\n=20\AUpdata_ta_ca_20_150_2_50_4.txt,AUpdata_ta_ca_20_150_2_50_4,20,2,50,salazar,42,12059.6432209344,0.0173086
instances\R\n=20\AUpdata_ta_ca_20_150_2_50_5.txt,AUpdata_ta_ca_20_150_2_50_5,20,2,50,salazar,42,18459.2102623437,0.0161005
instances\R\n=20\AUpdata_ta_ca_20_150_3_100_1.txt,AUpdata_ta_ca_20_150_3_100_1,20,3,100,salazar,42,7242.40361848059,0.0266033
instances\R\n=20\AUpdata_ta_ca_20_150_3_100_2.txt,AUpdata_ta_ca_20_150_3_100_2,20,3,100,salazar,42,11257.7913999085,0.0267642
instances\R\n=20\AUpdata_ta_ca_20_150_3_100_3.txt,AUpdata_ta_ca_20_150_3_100_3,20,3,100,salazar,42,8524.67549512042,0.028243
instances\R\n=20\AUpdata_ta_ca_20_150_3_100_4.txt,AUpdata_ta_ca_20_150_3_100_4,20,3,100,salazar,42,7893.64207689275,0.0303116
instances\R\n=20\AUpdata_ta_ca_20_150_3_100_5.txt,AUpdata_ta_ca_20_150_3_100_5,20,3,100,salazar,42,6510.7137932527,0.0274031
instances\R\n=20\AUpdata_ta_ca_20_150_3_50_1.txt,AUpdata_ta_ca_20_150_3_50_1,20,3,50,salazar,42,10881.8062296345,0.0303774
instances\R\n=20\AUpdata_ta_ca_20_150_3_50_2.txt,AUpdata_ta_ca_20_150_3_50_2,20,3,50,salazar,42,11224.3189635007,0.0280975
instances\R\n=20\AUpdata_ta_ca_20_150_3_50_3.txt,AUpdata_ta_ca_20_150_3_50_3,20,3,50,salazar,42,12513.4687998924,0.025085
instances\R\n=20\AUpdata_ta_ca_20_150_3_50_4.txt,AUpdata_ta_ca_20_150_3_50_4,20,3,50,salazar,42,12217.4546499095,0.0262473
instances\R\n=20\AUpdata_ta_ca_20_150_3_50_5.txt,AUpdata_ta_ca_20_150_3_50_5,20,3,50,salazar,42,11426.2514033265,0.0285761
instances\R\n=20\AUpdata_ta_ca_20_150_4_100_1.txt,AUpdata_ta_ca_20_150_4_100_1,20,4,100,salazar,42,5377.5408436481,0.0395833
instances\R\n=20\AUpdata_ta_ca_20_150_4_100_2.txt,AUpdata_ta_ca_20_150_4_100_2,20,4,100,salazar,42,10588.3258357035,0.0363257
instances\R\n=20\AUpdata_ta_ca_20_150_4_100_3.txt,AUpdata_ta_ca_20_150_4_100_3,20,4,100,salazar,42,12345.0969342855,0.0359531
instances\R\n=20\AUpdata_ta_ca_20_150_4_100_4.txt,AUpdata_ta_ca_20_150_4_100_4,20,4,100,salazar,42,10563.654308192,0.0426799
instances\R\n=20\AUpdata_ta_ca_20_150_4_100_5.txt,AUpdata_ta_ca_20_150_4_100_5,20,4,100,salazar,42,9217.5155553148,0.0410125
instances\R\n=20\AUpdata_ta_ca_20_150_4_50_1.txt,AUpdata_ta_ca_20_150_4_50_1,20,4,50,salazar,42,11452.7681685265,0.0379425
instances\R\n=20\AUpdata_ta_ca_20_150_4_50_2.txt,AUpdata_ta_ca_20_150_4_50_2,20,4,50,salazar,42,15658.955141633,0.033598
instances\R\n=20\AUpdata_ta_ca_20_150_4_50_3.txt,AUpdata_ta_ca_20_150_4_50_3,20,4,50,salazar,42,5236.04813853575,0.034584
instances\R\n=20\AUpdata_ta_ca_20_150_4_50_4.txt,AUpdata_ta_ca_20_150_4_50_4,20,4,50,salazar,42,9016.905437027,0.0315217
instances\R\n=20\AUpdata_ta_ca_20_150_4_50_5.txt,AUpdata_ta_ca_20_150_4_50_5,20,4,50,salazar,42,13994.090728189,0.0337683
instances\R\n=20\AUpdata_ta_ca_20_150_5_100_1.txt,AUpdata_ta_ca_20_150_5_100_1,20,5,100,salazar,42,6230.9296162254,0.0436264
instances\R\n=20\AUpdata_ta_ca_20_150_5_100_2.txt,AUpdata_ta_ca_20_150_5_100_2,20,5,100,salazar,42,8109.93019244631,0.0381462
instances\R\n=20\AUpdata_ta_ca_20_150_5_100_3.txt,AUpdata_ta_ca_20_150_5_100_3,20,5,100,salazar,42,5940.66377743635,0.0434785
instances\R\n=20\AUpdata_ta_ca_20_150_5_100_4.txt,AUpdata_ta_ca_20_150_5_100_4,20,5,100,salazar,42,5239.26468518518,0.0487131
instances\R\n=20\AUpdata_ta_ca_20_150_5_100_5.txt,AUpdata_ta_ca_20_150_5_100_5,20,5,100,salazar,42,4071.8798161723,0.0434233
instances\R\n=20\AUpdata_ta_ca_20_150_5_50_1.txt,AUpdata_ta_ca_20_150_5_50_1,20,5,50,salazar,42,6257.02582250082,0.0465409
instances\R\n=20\AUpdata_ta_ca_20_150_5_50_2.txt,AUpdata_ta_ca_20_150_5_50_2,20,5,50,salazar,42,8617.9204763612,0.0416269
instances\R\n=20\AUpdata_ta_ca_20_150_5_50_3.txt,AUpdata_ta_ca_20_150_5_50_3,20,5,50,salazar,42,6084.7343667883,0.0423248
instances\R\n=20\AUpdata_ta_ca_20_150_5_50_4.txt,AUpdata_ta_ca_20_150_5_50_4,20,5,50,salazar,42,11693.3535270884,0.0417617
instances\R\n=20\AUpdata_ta_ca_20_150_5_50_5.txt,AUpdata_ta_ca_20_150_5_50_5,20,5,50,salazar,42,8621.0101258749,0.0391655
instances\R\n=20\AUpdata_ta_ca_20_300_2_100_1.txt,AUpdata_ta_ca_20_300_2_100_1,20,2,100,salazar,42,12119.4469050677,0.0186339
instances\R\n=20\AUpdata_ta_ca_20_300_2_100_2.txt,AUpdata_ta_ca_20_300_2_100_2,20,2,100,salazar,42,14363.2657038952,0.0190617
instances\R\n=20\AUpdata_ta_ca_20_300_2_100_3.txt,AUpdata_ta_ca_20_300_2_100_3,20,2,100,salazar,42,11557.3270484427,0.0193738
instances\R\n=20\AUpdata_ta_ca_20_300_2_100_4.txt,AUpdata_ta_ca_20_300_2_100_4,20,2,100,salazar,42,13857.3858825614,0.0227353
instances\R\n=20\AUpdata_ta_ca_20_300_2_100_5.txt,AUpdata_ta_ca_20_300_2_100_5,20,2,100,salazar,42,17406.6571344926,0.0199596
instances\R\n=20\AUpdata_ta_ca_20_300_2_50_1.txt,AUpdata_ta_ca_20_300_2_50_1,20,2,50,salazar,42,20217.8799492892,0.0198111
instances\R\n=20\AUpdata_ta_ca_20_300_2_50_2.txt,AUpdata_ta_ca_20_300_2_50_2,20,2,50,salazar,42,15861.9180310861,0.0236864
instances\R\n=20\AUpdata_ta_ca_20_300_2_50_3.txt,AUpdata_ta_ca_20_300_2_50_3,20,2,50,salazar,42,25018.0024129334,0.0187496
instances\R\n=20\AUpdata_ta_ca_20_300_2_50_4.txt,AUpdata_ta_ca_20_300_2_50_4,20,2,50,salazar,42,19016.6629922592,0.0184502
instances\R\n=20\AUpdata_ta_ca_20_300_2_50_5.txt,AUpdata_ta_ca_20_300_2_50_5,20,2,50,salazar,42,18647.6315794674,0.0169198
instances\R\n=20\AUpdata_ta_ca_20_300_3_100_1.txt,AUpdata_ta_ca_20_300_3_100_1,20,3,100,salazar,42,9205.44240322308,0.0323005
instances\R\n=20\AUpdata_ta_ca_20_300_3_100_2.txt,AUpdata_ta_ca_20_300_3_100_2,20,3,100,salazar,42,13058.5146879247,0.0306354
instances\R\n=20\AUpdata_ta_ca_20_300_3_100_3.txt,AUpdata_ta_ca_20_300_3_100_3,20,3,100,salazar,42,12734.0116814056,0.0239663
instances\R\n=20\AUpdata_ta_ca_20_300_3_100_4.txt,AUpdata_ta_ca_20_300_3_100_4,20,3,100,salazar,42,20881.1653972211,0.0298479
instances\R\n=20\AUpdata_ta_ca_20_300_3_100_5.txt,AUpdata_ta_ca_20_300_3_100_5,20,3,100,salazar,42,13756.5326482885,0.0295487
instances\R\n=20\AUpdata_ta_ca_20_300_3_50_1.txt,AUpdata_ta_ca_20_300_3_50_1,20,3,50,salazar,42,15659.621082171,0.0317845
instances\R\n=20\AUpdata_ta_ca_20_300_3_50_2.txt,AUpdata_ta_ca_20_300_3_50_2,20,3,50,salazar,42,17909.4244959154,0.0285411
instances\R\n=20\AUpdata_ta_ca_20_300_3_50_3.txt,AUpdata_ta_ca_20_300_3_50_3,20,3,50,salazar,42,16268.5164824122,0.0306331
instances\R\n=20\AUpdata_ta_ca_20_300_3_50_4.txt,AUpdata_ta_ca_20_300_3_50_4,20,3,50,salazar,42,13117.6847709421,0.0308317
instances\R\n=20\AUpdata_ta_ca_20_300_3_50_5.txt,AUpdata_ta_ca_20_300_3_50_5,20,3,50,salazar,42,16524.0972551904,0.0315458
instances\R\n=20\AUpdata_ta_ca_20_300_4_100_1.txt,AUpdata_ta_ca_20_300_4_100_1,20,4,100,salazar,42,9291.64061281865,0.0424828
instances\R\n=20\AUpdata_ta_ca_20_300_4_100_2.txt,AUpdata_ta_ca_20_300_4_100_2,20,4,100,salazar,42,13107.5103801516,0.0463561
instances\R\n=20\AUpdata_ta_ca_20_300_4_100_3.txt,AUpdata_ta_ca_20_300_4_100_3,20,4,100,salazar,42,8437.717906591,0.0498942
instances\R\n=20\AUpdata_ta_ca_20_300_4_100_4.txt,AUpdata_ta_ca_20_300_4_100_4,20,4,100,salazar,42,5837.0964721365,0.0388289
instances\R\n=20\AUpdata_ta_ca_20_300_4_100_5.txt,AUpdata_ta_ca_20_300_4_100_5,20,4,100,salazar,42,13693.2846329212,0.0339995
instances\R\n=20\AUpdata_ta_ca_20_300_4_50_1.txt,AUpdata_ta_ca_20_300_4_50_1,20,4,50,salazar,42,9770.4783214683,0.0383332
instances\R\n=20\AUpdata_ta_ca_20_300_4_50_2.txt,AUpdata_ta_ca_20_300_4_50_2,20,4,50,salazar,42,13451.726274149,0.0327325
instances\R\n=20\AUpdata_ta_ca_20_300_4_50_3.txt,AUpdata_ta_ca_20_300_4_50_3,20,4,50,salazar,42,12659.683207898,0.0368954
instances\R\n=20\AUpdata_ta_ca_20_300_4_50_4.txt,AUpdata_ta_ca_20_300_4_50_4,20,4,50,salazar,42,19021.038691442,0.0318055
instances\R\n=20\AUpdata_ta_ca_20_300_4_50_5.txt,AUpdata_ta_ca_20_300_4_50_5,20,4,50,salazar,42,13455.6362391097,0.03584
instances\R\n=20\AUpdata_ta_ca_20_300_5_100_1.txt,AUpdata_ta_ca_20_300_5_100_1,20,5,100,salazar,42,5048.2315456526,0.0438558
instances\R\n=20\AUpdata_ta_ca_20_300_5_100_2.txt,AUpdata_ta_ca_20_300_5_100_2,20,5,100,salazar,42,10551.3086294681,0.0408321
instances\R\n=20\AUpdata_ta_ca_20_300_5_100_3.txt,AUpdata_ta_ca_20_300_5_100_3,20,5,100,salazar,42,9250.7433678231,0.0413918
instances\R\n=20\AUpdata_ta_ca_20_300_5_100_4.txt,AUpdata_ta_ca_20_300_5_100_4,20,5,100,salazar,42,9677.90076737,0.0409002
instances\R\n=20\AUpdata_ta_ca_20_300_5_100_5.txt,AUpdata_ta_ca_20_300_5_100_5,20,5,100,salazar,42,4153.1918739686,0.0426133
instances\R\n=20\AUpdata_ta_ca_20_300_5_50_1.txt,AUpdata_ta_ca_20_300_5_50_1,20,5,50,salazar,42,9467.901787795,0.0567899
instances\R\n=20\AUpdata_ta_ca_20_300_5_50_2.txt,AUpdata_ta_ca_20_300_5_50_2,20,5,50,salazar,42,9816.986532837,0.0394554
instances\R\n=20\AUpdata_ta_ca_20_300_5_50_3.txt,AUpdata_ta_ca_20_300_5_50_3,20,5,50,salazar,42,7742.095637732,0.044702
instances\R\n=20\AUpdata_ta_ca_20_300_5_50_4.txt,AUpdata_ta_ca_20_300_5_50_4,20,5,50,salazar,42,4496.22421875505,0.0339984
instances\R\n=20\AUpdata_ta_ca_20_300_5_50_5.txt,AUpdata_ta_ca_20_300_5_50_5,20,5,50,salazar,42,7373.6950060388,0.0435719
instances\R\n=40\AUpdata_ta_ca_40_100_2_100_1.txt,AUpdata_ta_ca_40_100_2_100_1,40,2,100,salazar,42,67920.7955379048,0.1045012
instances\R\n=40\AUpdata_ta_ca_40_100_2_100_2.txt,AUpdata_ta_ca_40_100_2_100_2,40,2,100,salazar,42,66388.5904524058,0.0959269
instances\R\n=40\AUpdata_ta_ca_40_100_2_100_3.txt,AUpdata_ta_ca_40_100_2_100_3,40,2,100,salazar,42,71268.436980246,0.1030384
instances\R\n=40\AUpdata_ta_ca_40_100_2_100_4.txt,AUpdata_ta_ca_40_100_2_100_4,40,2,100,salazar,42,52726.9430105319,0.1010074
instances\R\n=40\AUpdata_ta_ca_40_100_2_100_5.txt,AUpdata_ta_ca_40_100_2_100_5,40,2,100,salazar,42,68233.3921503506,0.0968405
instances\R\n=40\AUpdata_ta_ca_40_100_2_50_1.txt,AUpdata_ta_ca_40_100_2_50_1,40,2,50,salazar,42,57549.0082936913,0.104488
instances\R\n=40\AUpdata_ta_ca_40_100_2_50_2.txt,AUpdata_ta_ca_40_100_2_50_2,40,2,50,salazar,42,77664.8307146204,0.1333166
instances\R\n=40\AUpdata_ta_ca_40_100_2_50_3.txt,AUpdata_ta_ca_40_100_2_50_3,40,2,50,salazar,42,86040.8021267715,0.1117139
instances\R\n=40\AUpdata_ta_ca_40_100_2_50_4.txt,AUpdata_ta_ca_40_100_2_50_4,40,2,50,salazar,42,73988.7745781863,0.1079809
instances\R\n=40\AUpdata_ta_ca_40_100_2_50_5.txt,AUpdata_ta_ca_40_100_2_50_5,40,2,50,salazar,42,73724.5290343684,0.0986707
instances\R\n=40\AUpdata_ta_ca_40_100_3_100_1.txt,AUpdata_ta_ca_40_100_3_100_1,40,3,100,salazar,42,66323.437078297,0.1830655
instances\R\n=40\AUpdata_ta_ca_40_100_3_100_2.txt,AUpdata_ta_ca_40_100_3_100_2,40,3,100,salazar,42,62332.2581292493,0.1730248
instances\R\n=40\AUpdata_ta_ca_40_100_3_100_3.txt,AUpdata_ta_ca_40_100_3_100_3,40,3,100,salazar,42,49283.487917848,0.1622077
instances\R\n=40\AUpdata_ta_ca_40_100_3_100_4.txt,AUpdata_ta_ca_40_100_3_100_4,40,3,100,salazar,42,41343.0846930415,0.182689
instances\R\n=40\AUpdata_ta_ca_40_100_3_100_5.txt,AUpdata_ta_ca_40_100_3_100_5,40,3,100,salazar,42,58919.2673370579,0.1530677
instances\R\n=40\AUpdata_ta_ca_40_100_3_50_1.txt,AUpdata_ta_ca_40_100_3_50_1,40,3,50,salazar,42,60563.1671526814,0.1661296
instances\R\n=40\AUpdata_ta_ca_40_100_3_50_2.txt,AUpdata_ta_ca_40_100_3_50_2,40,3,50,salazar,42,67806.9955190925,0.1686388
instances\R\n=40\AUpdata_ta_ca_40_100_3_50_3.txt,AUpdata_ta_ca_40_100_3_50_3,40,3,50,salazar,42,57450.7939286934,0.1701881
instances\R\n=40\AUpdata_ta_ca_40_100_3_50_4.txt,AUpdata_ta_ca_40_100_3_50_4,40,3,50,salazar,42,66943.0928075829,0.1865691
instances\R\n=40\AUpdata_ta_ca_40_100_3_50_5.txt,AUpdata_ta_ca_40_100_3_50_5,40,3,50,salazar,42,53087.7187157532,0.1650462
instances\R\n=40\AUpdata_ta_ca_40_100_4_100_1.txt,AUpdata_ta_ca_40_100_4_100_1,40,4,100,salazar,42,45519.7660222557,0.2353293
instances\R\n=40\AUpdata_ta_ca_40_100_4_100_2.txt,AUpdata_ta_ca_40_100_4_100_2,40,4,100,salazar,42,42707.8412550204,0.2857873
instances\R\n=40\AUpdata_ta_ca_40_100_4_100_3.txt,AUpdata_ta_ca_40_100_4_100_3,40,4,100,salazar,42,39418.1645119468,0.225324
instances\R\n=40\AUpdata_ta_ca_40_100_4_100_4.txt,AUpdata_ta_ca_40_100_4_100_4,40,4,100,salazar,42,42251.8859336812,0.2193832
instances\R\n=40\AUpdata_ta_ca_40_100_4_100_5.txt,AUpdata_ta_ca_40_100_4_100_5,40,4,100,salazar,42,63241.2130935845,0.2193412
instances\R\n=40\AUpdata_ta_ca_40_100_4_50_1.txt,AUpdata_ta_ca_40_100_4_50_1,40,4,50,salazar,42,44657.2774036931,0.2363377
instances\R\n=40\AUpdata_ta_ca_40_100_4_50_2.txt,AUpdata_ta_ca_40_100_4_50_2,40,4,50,salazar,42,43587.3461246647,0.2240327
instances\R\n=40\AUpdata_ta_ca_40_100_4_50_3.txt,AUpdata_ta_ca_40_100_4_50_3,40,4,50,salazar,42,37659.3399402281,0.2193939
instances\R\n=40\AUpdata_ta_ca_40_100_4_50_4.txt,AUpdata_ta_ca_40_100_4_50_4,40,4,50,salazar,42,50810.8155983808,0.251869
instances\R\n=40\AUpdata_ta_ca_40_100_4_50_5.txt,AUpdata_ta_ca_40_100_4_50_5,40,4,50,salazar,42,44774.8581071383,0.2414135
instances\R\n=40\AUpdata_ta_ca_40_100_5_100_1.txt,AUpdata_ta_ca_40_100_5_100_1,40,5,100,salazar,42,38613.8943323467,0.2732839
instances\R\n=40\AUpdata_ta_ca_40_100_5_100_2.txt,AUpdata_ta_ca_40_100_5_100_2,40,5,100,salazar,42,35637.0218399372,0.3306181
instances\R\n=40\AUpdata_ta_ca_40_100_5_100_3.txt,AUpdata_ta_ca_40_100_5_100_3,40,5,100,salazar,42,33095.29619844,0.3356432
instances\R\n=40\AUpdata_ta_ca_40_100_5_100_4.txt,AUpdata_ta_ca_40_100_5_100_4,40,5,100,salazar,42,17762.0780033576,0.3139496
instances\R\n=40\AUpdata_ta_ca_40_100_5_100_5.txt,AUpdata_ta_ca_40_100_5_100_5,40,5,100,salazar,42,34393.160041138,0.3326014
instances\R\n=40\AUpdata_ta_ca_40_100_5_50_1.txt,AUpdata_ta_ca_40_100_5_50_1,40,5,50,salazar,42,37693.4345034716,0.3202323
instances\R\n=40\AUpdata_ta_ca_40_100_5_50_2.txt,AUpdata_ta_ca_40_100_5_50_2,40,5,50,salazar,42,44907.158755522,0.3860399
instances\R\n=40\AUpdata_ta_ca_40_100_5_50_3.txt,AUpdata_ta_ca_40_100_5_50_3,40,5,50,salazar,42,40822.7674719584,0.318437
instances\R\n=40\AUpdata_ta_ca_40_100_5_50_4.txt,AUpdata_ta_ca_40_100_5_50_4,40,5,50,salazar,42,38580.4796775556,0.2834107
instances\R\n=40\AUpdata_ta_ca_40_100_5_50_5.txt,AUpdata_ta_ca_40_100_5_50_5,40,5,50,salazar,42,39401.4968019266,0.2701045
instances\R\n=40\AUpdata_ta_ca_40_300_2_100_1.txt,AUpdata_ta_ca_40_300_2_100_1,40,2,100,salazar,42,50574.2899683151,0.1100484
